Acquisition_Number;principal_component_1;principal_component_2;label
52;0.03149644636234288;0.14985031531196835;guasto
52;0.033131322013307554;0.14870964743372378;guasto
52;0.036867366825864646;0.1512504926096147;guasto
52;0.035077724803870024;0.15207681015052227;guasto
52;0.03192942135438674;0.1523138679427237;guasto
52;0.030090709989958456;0.1499522327942424;guasto
52;0.029878919899146674;0.15196257054771056;guasto
52;0.03433917223190726;0.15204249667026398;guasto
52;0.036174475730060884;0.1521381088413718;guasto
52;0.03814576273302249;0.15330367775072726;guasto
52;0.03787269903531215;0.15399785783930406;guasto
52;0.03594330636257938;0.15104573251247447;guasto
52;0.03484410801295069;0.15097468981493875;guasto
52;0.041567888605329624;0.15415009137158034;guasto
52;0.03651112309816705;0.15227689124874272;guasto
52;0.038841023217975744;0.1526567763407259;guasto
52;0.03370897740255908;0.15364495286361493;guasto
52;0.0388679568046398;0.15459453324442096;guasto
52;0.03754989948440619;0.15196503162632027;guasto
52;0.0421130691977559;0.15388879925465954;guasto
52;0.04110386308406317;0.1545102855693167;guasto
52;0.04075190118981129;0.15521908639389795;guasto
52;0.03652896983222985;0.1552286603505887;guasto
52;0.036845096214636636;0.15719044962762485;guasto
52;0.02963827019174738;0.15381488248675823;guasto
52;0.03567792248543283;0.15261022899998325;guasto
52;0.033322809093042825;0.15267285828249674;guasto
52;0.03531799107378346;0.1491643296103115;guasto
52;0.03240935732440359;0.15027633766766443;guasto
52;0.03880024478480986;0.1506285820783463;guasto
52;0.033152301654627354;0.14948610383422403;guasto
52;0.035920188492228645;0.15207243891677458;guasto
52;0.03462776211629811;0.15490626600269483;guasto
52;0.03723457208079204;0.15498230929590026;guasto
52;0.04130111227114077;0.15644390540727537;guasto
52;0.037433754598756565;0.15426351721780154;guasto
52;0.038125937673226896;0.15172969064422784;guasto
52;0.0414448369059876;0.15311160656281111;guasto
52;0.03775478211065532;0.15537620422186632;guasto
52;0.03600833845115082;0.15480594692806895;guasto
52;0.03301696167031833;0.1530177370039923;guasto
52;0.03323087205190572;0.15269519037696583;guasto
52;0.03279195391461263;0.14968336416819147;guasto
52;0.035758565337749494;0.1515670333683937;guasto
52;0.035659232473132706;0.14857278470409413;guasto
52;0.03829121636884912;0.14991853071953362;guasto
52;0.03459898329355449;0.1498417400016084;guasto
52;0.03436290201873137;0.1506938292527965;guasto
52;0.03388595386687242;0.15091386335846055;guasto
52;0.03532842152373534;0.15307633703531998;guasto
52;0.034472236325534165;0.15441742523625696;guasto
52;0.03184371099084582;0.14987558320676495;guasto
52;0.036040101577047734;0.1533775079457256;guasto
52;0.034407597282279184;0.14912500537874812;guasto
52;0.03749557078795027;0.1496359870610737;guasto
52;0.03517607052360536;0.14958156147239293;guasto
52;0.04334446380272575;0.1541864243374015;guasto
52;0.04230031464582064;0.1548001680451091;guasto
52;0.04203750893134897;0.15465451579480738;guasto
52;0.03556573774940756;0.15447417530294993;guasto
52;0.03441686831853972;0.15431335482288297;guasto
52;0.0341422482680816;0.1534213846927487;guasto
52;0.03532657307655752;0.14950570544886804;guasto
52;0.0417841091724004;0.15394561996835715;guasto
52;0.04214647588469189;0.15327663710682332;guasto
52;0.044289053482232305;0.15579358798991294;guasto
52;0.042897273661757634;0.1554290367892412;guasto
52;0.04164765444146446;0.15725707471072228;guasto
52;0.03885289007368391;0.15289392905048566;guasto
52;0.03747656454741055;0.15206848012709928;guasto
52;0.03624857466386128;0.15212131177396992;guasto
52;0.03569231645429589;0.15330058776624328;guasto
52;0.03779061267932936;0.15227389538986566;guasto
52;0.03938763186790401;0.1509074130949733;guasto
52;0.04051289559470807;0.15436264918261158;guasto
52;0.0391215625604483;0.15435790355164458;guasto
52;0.036038355319757805;0.15522544508023972;guasto
52;0.03901255769856682;0.15511032288749596;guasto
52;0.035135046024881544;0.15235288557150897;guasto
52;0.04071022892674333;0.1533700323940056;guasto
52;0.04079901005266269;0.1514214439100832;guasto
52;0.039011776989569785;0.1543372034227094;guasto
52;0.04296362281047536;0.15305873386066238;guasto
52;0.03913262114515732;0.15582261142463702;guasto
52;0.03578757994573671;0.15526704657806384;guasto
52;0.0366588319648865;0.15499421483386916;guasto
52;0.03432122105890509;0.15210092770698316;guasto
52;0.03610776054366781;0.15257539293361672;guasto
52;0.03526879561420514;0.15067934835386965;guasto
52;0.03482007938235083;0.1520012162369349;guasto
52;0.034841791620137466;0.1535051153617836;guasto
52;0.031133350084290204;0.15161118202619855;guasto
52;0.03237794337882322;0.15412150497662494;guasto
52;0.03056877530939468;0.15306223031565125;guasto
52;0.0353960638880611;0.15801938796935167;guasto
52;0.0328318796002162;0.1519272978067656;guasto
52;0.03580140354606059;0.15157371542879128;guasto
52;0.038828827086741874;0.15305667494827666;guasto
52;0.038547610738339594;0.15546754951711758;guasto
52;0.03703903491933854;0.1526281872929315;guasto
52;0.03649098771006897;0.15170038564071292;guasto
52;0.039846765525729605;0.1527122475413133;guasto
52;0.03538214510617647;0.15466673782411797;guasto
52;0.03567193503236739;0.15473534688775864;guasto
52;0.034211127535662564;0.15224048595519216;guasto
52;0.03213314733628667;0.1536797326153421;guasto
52;0.03692571963177324;0.15619197458910405;guasto
52;0.03360155903113033;0.15492932888444025;guasto
52;0.036625909637274724;0.15386434123140866;guasto
52;0.039587473533774675;0.1523052574053358;guasto
52;0.03767442668562696;0.15223378115986577;guasto
52;0.03915615342116693;0.15455560074447836;guasto
52;0.042398827553384484;0.15215012759866506;guasto
52;0.03647833612986727;0.15030083573777545;guasto
52;0.03637005661709573;0.15230465963770096;guasto
52;0.036732113803935505;0.15535557894984642;guasto
52;0.036432570567171724;0.15359634431458538;guasto
52;0.038675625412732326;0.15438665836310422;guasto
52;0.03571956166713007;0.15288239695312733;guasto
52;0.03636399457902409;0.15316734194585815;guasto
52;0.03745414352782865;0.1522569861202147;guasto
52;0.034169581685464676;0.15211061027065081;guasto
52;0.03749466439234513;0.1520067235215916;guasto
52;0.039773968736978665;0.15313773851723697;guasto
52;0.0380940894875773;0.1523520954865452;guasto
52;0.03250751735646348;0.15417287489181586;guasto
52;0.031524541963760616;0.15232861181966098;guasto
52;0.03392189878548597;0.15181611559302738;guasto
52;0.038427768359866554;0.15475711634294761;guasto
52;0.03342748331384099;0.1506473852148993;guasto
52;0.036603011912539125;0.15400632656699909;guasto
52;0.03599220431251756;0.15154865535424503;guasto
52;0.03674005711027963;0.15186592601504226;guasto
52;0.03426605005387363;0.1522855426966294;guasto
52;0.03847537479598666;0.15537696053958916;guasto
52;0.033526195670691664;0.15254492360573077;guasto
52;0.029345617116677224;0.15373487780053527;guasto
52;0.02928730241434808;0.15326901402227383;guasto
52;0.03130436698281061;0.15118630889405912;guasto
52;0.03142779691071081;0.15109495410086984;guasto
52;0.03580146872383316;0.1513749045098136;guasto
52;0.03979511636359548;0.15292854430970576;guasto
52;0.04169452830356081;0.15150751338516624;guasto
52;0.04071969362013283;0.15307019815139442;guasto
52;0.03482648736495774;0.15315128937990014;guasto
52;0.03498325148810043;0.15329927610553434;guasto
52;0.035363298620905516;0.15461275377626305;guasto
52;0.03807126036457472;0.1552501197612612;guasto
52;0.03543690379996615;0.15303515925482297;guasto
52;0.029712797085678984;0.14900730338963333;guasto
52;0.03249739013426805;0.1537000282501049;guasto
52;0.0324258813969642;0.15297546120185807;guasto
52;0.03584559374500599;0.15427198996549;guasto
52;0.0337600841559562;0.15287678300777274;guasto
52;0.035176345000562645;0.15387761863487567;guasto
52;0.037710951605758596;0.1535057070115259;guasto
52;0.036099979958720545;0.1512192427384479;guasto
52;0.03871318086430958;0.15559916393686474;guasto
52;0.03518128788307145;0.15213928305300162;guasto
52;0.03442313619520117;0.15055027212136662;guasto
52;0.03697375112675126;0.1472931109746002;guasto
52;0.039351932568364084;0.1521138631709714;guasto
52;0.039884355416203755;0.15478350943478195;guasto
52;0.03769121403790847;0.15948650850671828;guasto
52;0.0393210497705073;0.16199628570520758;guasto
52;0.0364056752106439;0.1589039831998544;guasto
52;0.03432127619985669;0.15852803793805237;guasto
52;0.03846329149857179;0.15389895522462702;guasto
52;0.03469553241956672;0.151662026813894;guasto
52;0.0367762807285552;0.15108233225243134;guasto
52;0.03716087221107102;0.14940964598211415;guasto
52;0.03443009691177577;0.14984840518180462;guasto
52;0.032829581970121036;0.1533592434299467;guasto
52;0.03390289764139509;0.15812339462603844;guasto
52;0.03217526166102171;0.1553892754627147;guasto
52;0.03365820636017015;0.1532939559952643;guasto
52;0.03747613323950113;0.1526477860083823;guasto
52;0.0405499034020727;0.1547437077569335;guasto
52;0.03451739410788598;0.1498176262202865;guasto
52;0.03332846702967495;0.15174175128431758;guasto
52;0.03299551818162443;0.1506366036319804;guasto
52;0.03226255925589432;0.14808818023349693;guasto
52;0.040559807677458086;0.15199939239854218;guasto
52;0.04060558013738152;0.15117522364660277;guasto
52;0.04471850892526225;0.15187661573175282;guasto
52;0.04238761920331918;0.15222310134051426;guasto
52;0.03672175671941388;0.1533783019881827;guasto
52;0.03689145669324732;0.15485755162270606;guasto
52;0.03332396244982463;0.1521198422646516;guasto
52;0.03391545608439918;0.15518761559415536;guasto
52;0.034085948370140354;0.15343294127187104;guasto
52;0.03767541856908812;0.1514184014948732;guasto
52;0.04172897697794279;0.15471079787438355;guasto
52;0.03824670883741012;0.1526693749462783;guasto
52;0.03882506963178726;0.15097713424670384;guasto
52;0.03820435410155942;0.1472056456825694;guasto
52;0.04211433949686382;0.15063356162718322;guasto
52;0.03825812052110449;0.1478688589782787;guasto
52;0.03540895204828417;0.15039715568453288;guasto
52;0.03475367762890205;0.1546581957277847;guasto
52;0.03560718623272913;0.1535962797734173;guasto
52;0.033407137737104166;0.15056582782428654;guasto
52;0.036156305869580616;0.15280302066158574;guasto
52;0.03817308412691391;0.1551500733064276;guasto
52;0.03813263784719519;0.1549416220224599;guasto
52;0.035529759545935985;0.15361088972883263;guasto
52;0.03826586877513756;0.14994135397858072;guasto
52;0.03977770555769757;0.1496689089239918;guasto
52;0.039987041094918525;0.1529459464387896;guasto
52;0.03871637041279127;0.15288129090097421;guasto
52;0.03969783443927075;0.1497254531469296;guasto
52;0.03704375219533967;0.15551098156473425;guasto
52;0.038810334595949854;0.1499896278028131;guasto
52;0.03219418882474438;0.1487987900276571;guasto
52;0.03511857186327544;0.15463306937877036;guasto
52;0.03267476004038621;0.15247323697679366;guasto
52;0.04405008531432989;0.1614950329433362;guasto
52;0.0362654450223562;0.15594521853886573;guasto
52;0.03620089780189607;0.1588329274728658;guasto
52;0.03274160444274338;0.15981457254458978;guasto
52;0.030586678542812436;0.15987101901461062;guasto
52;0.03994765094411208;0.1582147932793225;guasto
52;0.0329174140886173;0.1542283437402286;guasto
52;0.029267836833068744;0.15670590945211224;guasto
52;0.032543785779822074;0.15644957535205464;guasto
52;0.030557178618532316;0.15393462693340776;guasto
52;0.03892810984154603;0.1522760880137282;guasto
52;0.04680728098976699;0.1539536595897802;guasto
52;0.04341087309517659;0.1520816472160275;guasto
52;0.04163650194892623;0.15292610686573466;guasto
52;0.03620909859343654;0.15074471040923149;guasto
52;0.030755584426802922;0.151180705947314;guasto
52;0.028147614574257563;0.1524014902975443;guasto
52;0.035799432497820645;0.15796214270986494;guasto
52;0.038543974742858034;0.15531518341756884;guasto
52;0.03907333380868449;0.15122844410513134;guasto
52;0.04549559913084549;0.1546651895608404;guasto
52;0.036312831173544856;0.15648394798517729;guasto
52;0.02904690333058973;0.1524065429840134;guasto
52;0.03367599929229579;0.14969217701771903;guasto
52;0.04718800989328203;0.1537633020537847;guasto
52;0.04216477376678689;0.1562657447557086;guasto
52;0.04146442574344436;0.15166747927942195;guasto
52;0.04274541178494991;0.15738121581004236;guasto
52;0.03862683518529201;0.1575455597792241;guasto
52;0.03351177094352375;0.16108566907744953;guasto
52;0.03558869437380788;0.15767912910133713;guasto
52;0.03975103731845359;0.1471683371803667;guasto
52;0.042992769051963406;0.1484490617613773;guasto
52;0.0559919854494946;0.14724580212268198;guasto
52;0.05631199328392454;0.1524719130367007;guasto
52;0.047284233279470386;0.14912945947186598;guasto
52;0.03921213550109095;0.1542639329346091;guasto
52;0.035847036179851625;0.15395116646249346;guasto
52;0.02424208045758482;0.153173930537112;guasto
52;0.02437120026792225;0.1532471452409311;guasto
52;0.03163451325401721;0.15800279067649298;guasto
52;0.03122113763863145;0.14645459996445426;guasto
52;0.03707780135861599;0.1562145628700141;guasto
52;0.036075625798078784;0.15854472159139266;guasto
52;0.04179472191258112;0.14741218747178841;guasto
52;0.04179472191258112;0.14741218747178841;guasto
52;0.05272856922747283;0.15359640806355193;guasto
52;0.04357390405501957;0.14534038478310563;guasto
52;0.03775707837095299;0.14920092813299063;guasto
52;0.04093993159498585;0.15623094655967854;guasto
52;0.036311728141120755;0.16021810006663867;guasto
52;0.016697445243959032;0.15673572093015747;guasto
52;0.027597990748363402;0.15294438395592405;guasto
52;0.03544814591366703;0.16420145377196765;guasto
52;0.017418748700515553;0.14849457067694113;guasto
52;0.030633227672653907;0.15491211849870984;guasto
52;0.027638442455782772;0.1554033187338808;guasto
52;0.03562810268587495;0.14916014640651604;guasto
52;0.049203440048146765;0.14541902997751455;guasto
52;0.057246948010935654;0.14468297450520368;guasto
52;0.06022964405683975;0.1346326645077278;guasto
52;0.06266764668131279;0.14757242994546987;guasto
52;0.06266764668131279;0.14757242994546987;guasto
52;0.04347567960185049;0.13868509155488537;guasto
52;0.039445833684267344;0.14591454264571332;guasto
52;0.027252810130416687;0.15404093296618407;guasto
52;0.030484007053987603;0.17080468284124187;guasto
52;0.023898887670744447;0.1547453776316288;guasto
52;0.024369390053825362;0.17416194756584671;guasto
52;0.03990658201295771;0.1541947293973456;guasto
52;0.0401790238131235;0.15893670783550126;guasto
52;0.06534458169416296;0.15515508905574885;guasto
52;0.046546125961924166;0.14709295653792298;guasto
52;0.04832072406323733;0.13883303341589445;guasto
52;0.0408793875197378;0.1505926421500993;guasto
52;0.03967610905856842;0.15655474378685352;guasto
52;0.023245852306384686;0.15512294497059462;guasto
52;0.024407349859224724;0.17435209524420095;guasto
52;0.03109721405824775;0.1684881931124027;guasto
52;0.03128558310460734;0.1736661560119246;guasto
52;0.03462424808076705;0.16245335250791165;guasto
52;0.04392622646170744;0.1763195732925398;guasto
52;0.03794772843089249;0.16521095469518798;guasto
52;0.05841025080936612;0.15339817776332293;guasto
52;0.03770149770353825;0.158583619008423;guasto
52;0.037752714214479226;0.1512461325048413;guasto
52;0.049764503826653456;0.14625549770682128;guasto
52;0.04402865298830433;0.1548246777063411;guasto
52;0.043354512426704093;0.15500890397525907;guasto
52;0.0492470953547194;0.15316788042568832;guasto
52;0.06485540645362824;0.1671266789170111;guasto
52;0.03362989877474616;0.1519929221802279;guasto
52;0.04946164922835798;0.15550374871745035;guasto
52;0.03739493700815553;0.17232552985551025;guasto
52;0.03680295992319121;0.1600989674294739;guasto
52;0.04575690284433828;0.19425979560368756;guasto
52;0.030140362774414602;0.17114455434414216;guasto
52;0.013932454247121723;0.16490655423797854;guasto
52;0.010589480211252377;0.17286016773432664;guasto
52;0.026383759476065166;0.17162467953526458;guasto
52;0.035614296404501464;0.1994762643111514;guasto
52;0.03470542277788552;0.18471293637065214;guasto
52;0.03258957344101428;0.17961534863261508;guasto
52;0.06699040279398387;0.14844113438836604;guasto
52;0.050344208446298305;0.15258291452685158;guasto
52;0.053544761041713095;0.13656510136687972;guasto
52;0.061387698693367986;0.1342484097376547;guasto
52;0.05544734782373607;0.13336772619880152;guasto
52;0.05467131773760869;0.11794030787070564;guasto
52;0.05022508254492955;0.12949243777639796;guasto
52;0.07638829705729154;0.13567835364092032;guasto
52;0.01996805534688334;0.1144452527142982;guasto
52;0.03467818770338087;0.13067183980583633;guasto
52;0.024952297746747794;0.1334505989179384;guasto
52;0.02636539407085165;0.14887674552897026;guasto
52;0.06900998451322614;0.161006524169688;guasto
52;0.052286544307238586;0.15866239281402306;guasto
52;0.07224960384395598;0.17654612451744106;guasto
52;0.03373971563200527;0.15122677403792292;guasto
52;0.054347387588166166;0.15224072595149538;guasto
52;-0.0035562049188185944;0.13361913099130163;guasto
52;0.01634758993770491;0.1466746694011977;guasto
52;0.03350746403085859;0.1880030524186225;guasto
52;-0.0018298594024852334;0.17211635312865434;guasto
52;0.03024089866509791;0.15915390709770494;guasto
52;0.05672293827514097;0.19938145497108747;guasto
52;0.039070433224429366;0.14419198966480973;guasto
52;0.059798170944642265;0.14836999486642866;guasto
52;0.08221616886015037;0.13827794580523822;guasto
52;0.14044860667944425;0.1429330063412832;guasto
52;0.06536090594759426;0.08606013406109714;guasto
52;0.03447411547745475;0.12186936623666328;guasto
52;0.040203266576740934;0.1382504871923727;guasto
52;0.008261067792278781;0.16074605382496854;guasto
52;0.03791594888729894;0.1476227956147788;guasto
52;0.06339595575997185;0.15854650794450661;guasto
52;0.04384293483303603;0.1232944397098809;guasto
52;0.029100473093539685;0.13233017088017796;guasto
52;0.026486089491861056;0.1121198637749438;guasto
52;0.05095866651654055;0.11167623457862658;guasto
52;-0.013236142982178602;0.18583623557992976;guasto
52;-0.012429382934852127;0.2023929901781091;guasto
52;0.021835167349711082;0.18172932599764907;guasto
52;0.029502584495967217;0.18830020312492188;guasto
52;0.03684777208326431;0.1852422517433687;guasto
52;0.07563513334022197;0.18601221995325068;guasto
52;0.09078082930332644;0.14926308071825267;guasto
52;0.08791580963031478;0.10382083695237565;guasto
52;0.07165139293612759;0.11352646940868621;guasto
52;0.051132250708083256;0.12722841011030875;guasto
52;0.03957432698661227;0.15192559136864217;guasto
52;0.03155685653275295;0.1672535644203712;guasto
52;0.002886255569810831;0.2071495689667404;guasto
52;-0.04543687432398704;0.20351698638138302;guasto
52;-0.04609859215609616;0.19783242566684434;guasto
52;0.0028558535386809963;0.21731465998880567;guasto
52;0.027984768063168578;0.1742102472837323;guasto
52;0.09540574175910334;0.15236554739858071;guasto
52;0.13491794896332898;0.14716848637483662;guasto
52;0.13581706996765502;0.08221460658901199;guasto
52;0.1526247073303103;0.09877609116292244;guasto
52;0.08322884878522267;0.1217552062066217;guasto
52;0.09485579929356144;0.1298973068947691;guasto
52;0.04403366929358242;0.1425523778336685;guasto
52;-0.019496749263250335;0.16666792046607037;guasto
52;-0.003393602668410045;0.19265985618120143;guasto
52;-0.04425952644236161;0.21413166560179914;guasto
52;-0.014111058858770715;0.2190568967717673;guasto
52;0.06667600169082477;0.20462781124776772;guasto
52;-0.02521086405908103;0.17169170251350058;guasto
52;0.056672324195686505;0.14927710977773528;guasto
52;0.06500542634170774;0.1496267470338275;guasto
52;0.05259903389834599;0.15972300678276777;guasto
52;0.07435979467521027;0.12035205542851542;guasto
52;0.05352457469503102;0.10350865723407862;guasto
52;0.10546405578575856;0.13006616577792723;guasto
52;0.04758049306116273;0.17150488887795343;guasto
52;0.058750976012538404;0.173207346694413;guasto
52;0.028956512575215945;0.20813382822769072;guasto
52;0.0021113833372908273;0.2509609070022376;guasto
52;-0.0016078063027799864;0.25508609900408413;guasto
52;0.011770178879221932;0.2127376256548702;guasto
52;0.004904527372302785;0.13309716483913275;guasto
52;0.004888233132415168;0.12265803363525009;guasto
52;0.03524320807711171;0.031349984650728906;guasto
52;0.09725142826703749;0.12126634980311474;guasto
52;0.04286164753883384;0.119567593749051;guasto
52;0.10013220216261551;0.1084661133679567;guasto
52;0.04760113589371728;0.16431295865091727;guasto
52;0.027849022634936573;0.15987328266086123;guasto
52;0.03204581624549338;0.15585973245346416;guasto
52;0.022308101722591126;0.15236165912548144;guasto
52;0.08889862097148171;0.14845386728533572;guasto
52;0.08404424635025538;0.1405876555965149;guasto
52;0.01519082991732573;0.11593304198777768;guasto
52;0.007020598284604117;0.15616955326738133;guasto
52;0.020240220003468222;0.22428309105631633;guasto
52;0.054174594339169393;0.21435154953246727;guasto
52;0.0036950696237036057;0.17386382138989864;guasto
52;0.07663395710375555;0.138655556519859;guasto
52;0.10780615199566859;0.1689618312196176;guasto
52;0.08224256461173318;0.12262167551983084;guasto
52;0.11576997724453245;0.09863152302872766;guasto
52;0.08325913667709749;0.14115985539454726;guasto
52;0.03554700830542938;0.162956628434593;guasto
52;0.011135365439996436;0.12254132622636672;guasto
52;-0.04267408472973942;0.19216664988229323;guasto
52;0.02087293811548426;0.18861453173762402;guasto
52;0.10192778070256381;0.17505449290504077;guasto
52;0.042701718128857445;0.1460324067776147;guasto
52;0.04685817129528135;0.05050717958302252;guasto
52;0.0740001692279162;0.07313309990945252;guasto
52;0.061559868285259105;0.0970525856876959;guasto
52;0.03524046263101034;0.1353370858011355;guasto
52;0.04551910051008078;0.21077487592596453;guasto
52;0.0009925857939078397;0.16358020503951326;guasto
