Acquisition_Number;Discrete_Time;Board1Acc1;Board1Acc2;Board1Acc3;Board2Acc1;Board2Acc2;Board2Acc3;Board3Acc1;Board3Acc2;Board3Acc3;label
2;300989;0.8905033863422605;0.8985120650416076;0.8153822189589908;0.5328312471526424;0.8614967624453125;0.9306530830715202;0.8855525368146152;0.8162051635928602;0.5970196085910972;no_guasto
2;300990;0.8913865467084476;0.8978049766050408;0.8148809015033756;0.5318811751533457;0.8632291753567789;0.9317484360282544;0.8864760697825269;0.8146707253095071;0.5999885428292004;no_guasto
2;300991;0.894349493172035;0.8953919778918108;0.8139455591742843;0.5308848552767146;0.8617969128518443;0.9345598315959196;0.8886526289060732;0.8133648485328817;0.6025625001163986;no_guasto
2;300992;0.8897986356107921;0.8979054603672523;0.8169468246255727;0.5305333557904712;0.8635294653874735;0.9325277982004576;0.8862092204928396;0.8150187937216464;0.6039069509853544;no_guasto
2;300993;0.8937800322003684;0.8971284084974557;0.8145210252361055;0.5326872372893612;0.8640619393555087;0.9381744739582504;0.8857495144922974;0.8190770972223361;0.6006621905199021;no_guasto
2;300994;0.8900519856963871;0.8982245537301096;0.8162581758448525;0.5330802927664787;0.8643293836307491;0.9325277982004576;0.888293106448832;0.8178555759519204;0.597420475599477;no_guasto
2;300995;0.8900519856963871;0.8982245537301096;0.8162581758448525;0.5330802927664787;0.8643293836307491;0.9325277982004576;0.888293106448832;0.8178555759519204;0.597420475599477;no_guasto
2;300996;0.8863929008767473;0.8971945745331378;0.814567244616075;0.5321311141110516;0.8615685268742278;0.9308137968782992;0.8857062930650987;0.815066908498722;0.5986426547221388;no_guasto
2;300997;0.8903061146712766;0.8995420052075512;0.8132756853327294;0.5321311141110516;0.8631959127213183;0.9372212479254024;0.8881928025948098;0.8173436345062984;0.5979704174732162;no_guasto
2;300998;0.8903061146712766;0.8995420052075512;0.8132756853327294;0.5321311141110516;0.8631959127213183;0.9372212479254024;0.8881928025948098;0.8173436345062984;0.5979704174732162;no_guasto
2;300999;0.8929904783012098;0.8953919778918108;0.8135157714856468;0.5336801923355392;0.8640619393555087;0.9364349927094192;0.8860559217220033;0.8164818715313888;0.6035162455155408;no_guasto
2;301000;0.8940359804761809;0.8987799545216155;0.8134084653551816;0.5336801923355392;0.8629636532929945;0.9392702410836647;0.8876337323099641;0.8154563290231649;0.6012199303057624;no_guasto
2;301001;0.8940359804761809;0.8987799545216155;0.8134084653551816;0.5336801923355392;0.8629636532929945;0.9392702410836647;0.8876337323099641;0.8154563290231649;0.6012199303057624;no_guasto
2;301002;0.8911303999348443;0.896069053694725;0.8131995050319906;0.5329349551673237;0.8621720180714777;0.9375584380751176;0.8868230831493207;0.8189978338009035;0.6032344929251438;no_guasto
2;301003;0.888853959873673;0.8985447328024557;0.8142608708996834;0.5338294542506866;0.8620973318041212;0.9308098288282431;0.8879404129155547;0.818053397713277;0.6007428680149606;no_guasto
2;301004;0.888853959873673;0.8985447328024557;0.8142608708996834;0.5338294542506866;0.8620973318041212;0.9308098288282431;0.8879404129155547;0.818053397713277;0.6007428680149606;no_guasto
2;301005;0.8862650984223537;0.9012801675821162;0.81450638914639;0.5340798735903288;0.8643957551731979;0.9280068489490904;0.8897706429811282;0.816948927142043;0.601414449299848;no_guasto
2;301006;0.8891086045317746;0.8995747320393152;0.8147629836777457;0.5332306225755231;0.8649616324255324;0.9348712208570896;0.8900771401216868;0.817776802019061;0.6007428680149606;no_guasto
2;301007;0.8884109362863735;0.8978695238901283;0.8152558963790943;0.5332306225755231;0.8644700834819055;0.9326877530150154;0.8886999891082977;0.8178555759519204;0.5979704174732162;no_guasto
2;301008;0.8913307097019776;0.8950685474180918;0.8143904116850993;0.5333296697714835;0.8643615710717468;0.9314367397632932;0.8865160160156941;0.8187633301015033;0.6006491349103235;no_guasto
2;301009;0.8897373002566531;0.8974820724191921;0.8158836416350308;0.5340318366801186;0.8638667147004804;0.9354994382615038;0.8865160160156941;0.8154947794446248;0.5990202580091637;no_guasto
2;301010;0.8902472120827116;0.8993304952296061;0.8153954192761759;0.5331343169386829;0.8649279861396209;0.9354963257093496;0.8894644168646706;0.8168317581486314;0.6004631794723052;no_guasto
2;301011;0.8897986356107921;0.897836029763639;0.815526703871017;0.5329802777918874;0.8637625760274571;0.9366128915582492;0.8901250740995691;0.8195890052182205;0.6004631794723052;no_guasto
2;301012;0.8920136369295985;0.9002845654205359;0.8170151966705774;0.5321311141110516;0.8649616324255324;0.9286287605235;0.8873273232402489;0.8214057206098992;0.5996888684217183;no_guasto
2;301013;0.8924718565587001;0.8964521328084544;0.8152095529180855;0.5333859705521693;0.8646963808613355;0.935345578763005;0.8865160160156941;0.8194734371077177;0.6000717593364163;no_guasto
2;301014;0.8865186652476388;0.8999654463158935;0.8143796933177629;0.5361865873514198;0.8629291504430296;0.9314367397632932;0.8888060333942409;0.8156101993396507;0.6013171558421866;no_guasto
2;301015;0.8879706684429939;0.8992202352764515;0.8138880690558583;0.533481323010427;0.8607019525038926;0.9391065419734372;0.88936488777948;0.8165557901857747;0.6009385444791513;no_guasto
2;301016;0.889230575360412;0.8985798757574726;0.8138177684676554;0.5337323529428027;0.8626989680800646;0.9354994382615038;0.8873273232402489;0.8187633301015033;0.6000717593364163;no_guasto
2;301017;0.8909974377130992;0.8985447328024557;0.8134611615489098;0.5323813969654958;0.8658637181651194;0.935820599485618;0.8876337323099641;0.8189978338009035;0.6002664307496478;no_guasto
2;301018;0.8870873807503624;0.8981583741175317;0.8142608708996834;0.5330802927664787;0.8635654277675968;0.931746646292561;0.8884460192000487;0.81793866407789;0.5979704174732162;no_guasto
2;301019;0.8891086045317746;0.9006398832197947;0.8128837006886777;0.5327302762986665;0.8626293939967005;0.9303509257730512;0.8865160160156941;0.8165181145526602;0.6010275246860288;no_guasto
2;301020;0.8905610348595062;0.9006398832197947;0.8156380326194745;0.5345817127767937;0.8631959127213183;0.935192332844613;0.8869767116067877;0.8152963368658341;0.5960712538514917;no_guasto
2;301021;0.8868958098317651;0.9006398832197947;0.8148209854807548;0.5321311141110516;0.8646285507110697;0.9356539431379696;0.8868230831493207;0.8165557901857747;0.5982529266505007;no_guasto
2;301022;0.8881599788554161;0.9036313878605527;0.8151950212072823;0.5321311141110516;0.8617969128518443;0.934872896199214;0.8853436200434822;0.81793866407789;0.5998792541832482;no_guasto
2;301023;0.8935248874953788;0.9023813554927608;0.8142043159041592;0.5339292891515347;0.8634954725046357;0.9331529988558211;0.8834163905094338;0.8163199207406626;0.6000717593364163;no_guasto
2;301024;0.8911893879589695;0.9030554791373144;0.8141922650670341;0.5330802927664787;0.8632291753567789;0.9323719003395772;0.8866695205600275;0.8149831839285387;0.5982529266505007;no_guasto
2;301025;0.8901139821746888;0.902631880092266;0.8142608708996834;0.5312819617287976;0.8640953940069643;0.9337787682707416;0.8881928025948098;0.8137977087407388;0.6012199303057624;no_guasto
2;301026;0.8901139821746888;0.901634680175416;0.8144474523620735;0.5324806185793889;0.8649279861396209;0.9361219660649668;0.8849942728679064;0.8171896192480025;0.601414449299848;no_guasto
2;301027;0.8894835188938338;0.8988994959615927;0.8142608708996834;0.5333296697714835;0.8658278874830797;0.9319080098636806;0.8859573419421543;0.8176581485443499;0.5976929152348589;no_guasto
2;301028;0.8882253393042256;0.8999295209716515;0.8149494501821716;0.5331830184980775;0.8649616324255324;0.9354994382615038;0.8865160160156941;0.8164368033171666;0.5951988577221636;no_guasto
2;301029;0.8853817343889255;0.9026646454930438;0.8134437746721761;0.5344285128816477;0.8629291504430296;0.9345732157259844;0.8900238133730984;0.8157277099460153;0.598446717305778;no_guasto
2;301030;0.8881673008180284;0.9013145451770844;0.8136307098760615;0.5357783798186251;0.8643293836307491;0.9311219625188571;0.8909427115193586;0.816164246049695;0.6005493547404138;no_guasto
2;301031;0.8911893879589695;0.8971602874767602;0.8151360400894624;0.5317827471917722;0.8629636532929945;0.932216633443327;0.8882473490820555;0.8184102016348344;0.5987309661540882;no_guasto
2;301032;0.8889784412275217;0.8979845520646886;0.8146935885605139;0.5318811751533457;0.8623299032266456;0.9290930029874878;0.8900238133730984;0.8175806723270452;0.601506292181368;no_guasto
2;301033;0.8920726649997486;0.8985447328024557;0.8132569629410847;0.5316315678068314;0.8608658500412554;0.933783636670702;0.8873816771335494;0.8194734371077177;0.6013171558421866;no_guasto
2;301034;0.8876562722152584;0.8975498713523761;0.8137018583878299;0.5350278038301248;0.8608972622365108;0.9301859625744682;0.8898708874513096;0.8178555759519204;0.6034273338370791;no_guasto
2;301035;0.8879706684429939;0.8969545076384968;0.8138785933181485;0.5335793904269762;0.86116473270126;0.931591020048888;0.8914487053722729;0.8187633301015033;0.6008372588763947;no_guasto
2;301036;0.8938392755209018;0.8971602874767602;0.8147068825286781;0.5325825589140314;0.8632291753567789;0.9322153895040536;0.88971803524795;0.8193408288214192;0.6006491349103235;no_guasto
2;301037;0.8917583518468911;0.9006398832197947;0.8149494501821716;0.5321311141110516;0.8638300233320024;0.9334655044548038;0.8857495144922974;0.8213837690055773;0.6001687037929277;no_guasto
2;301038;0.8909353136710982;0.9006398832197947;0.8164560900194879;0.5315321824508509;0.8640619393555087;0.9351837122744384;0.8856503528906852;0.8173436345062984;0.599500628530886;no_guasto
2;301039;0.8880318824873941;0.8985447328024557;0.8155814092437254;0.5329802777918874;0.8637953007158696;0.93190646672521;0.8853988386151125;0.8164368033171666;0.5979704174732162;no_guasto
2;301040;0.8897373002566531;0.8991883235045612;0.8158836416350308;0.5341787294939091;0.8643957551731979;0.9306530830715202;0.8860559217220033;0.8186056808365993;0.5970196085910972;no_guasto
2;301041;0.8928968326153387;0.8985447328024557;0.8137018583878299;0.5336801923355392;0.8646963808613355;0.9336240508013696;0.8837241555975079;0.8216370500029493;0.6001687037929277;no_guasto
2;301042;0.889168632268184;0.8961303130898483;0.8155095897737659;0.5348806768282325;0.8640953940069643;0.9326847268626484;0.8849381634822178;0.8193140300009545;0.601506292181368;no_guasto
2;301043;0.8887946108299888;0.8971284084974557;0.8136467618465195;0.535876899373816;0.8649279861396209;0.9342509449652184;0.8831662235348449;0.8162051635928602;0.5987309661540882;no_guasto
2;301044;0.8883471720494127;0.8981902439614966;0.8131995050319906;0.5357783798186251;0.8617317259658117;0.9328403293670324;0.8875352089008496;0.8150187937216464;0.5992096302278807;no_guasto
2;301045;0.888853959873673;0.9013145451770844;0.8133776017044836;0.53517992936084;0.8651649499219438;0.932372213671947;0.8877870435934102;0.8163199207406626;0.5996888684217183;no_guasto
2;301046;0.8914442687653557;0.8985447328024557;0.8133163222552888;0.5344285128816477;0.8635294653874735;0.9331564285693562;0.8871304058982085;0.8208942296598748;0.6010275246860288;no_guasto
2;301047;0.8906205991302628;0.9016698699374632;0.8131291483070929;0.5338294542506866;0.8609306791856722;0.9308098288282431;0.8852452142390158;0.8216048982661838;0.6004632418452246;no_guasto
2;301048;0.8902472120827116;0.8992545512993892;0.8140744034048019;0.5322312923616332;0.86236294447103;0.9325296682820312;0.8863625852688218;0.8167167131705774;0.599315363703041;no_guasto
2;301049;0.8897373002566531;0.8964521328084544;0.8150789681832512;0.5333296697714835;0.8625975934126842;0.9323719003395772;0.8897706429811282;0.8155812656802701;0.6007428680149606;no_guasto
2;301050;0.885950096940892;0.8985447328024557;0.8151950212072823;0.5335793904269762;0.8640619393555087;0.9309671901489316;0.8884992902278265;0.8163199207406626;0.6016111284165052;no_guasto
2;301051;0.8897373002566531;0.9005719456496623;0.8157675322684813;0.5321311141110516;0.8632644082331807;0.9366128915582492;0.8861109432678381;0.8160064404746618;0.5997905955010279;no_guasto
2;301052;0.8900519856963871;0.9006047150764176;0.8156965589570017;0.5326320232318887;0.8632644082331807;0.9304978181506058;0.8843795117128587;0.818450233332;0.6023680842340109;no_guasto
2;301053;0.8930427180144009;0.8963687602488655;0.8126412615728059;0.5311843292519123;0.8617969128518443;0.9314355779817868;0.8866695205600275;0.8153815137819024;0.5995947888092286;no_guasto
2;301054;0.8891086045317746;0.8954221934767496;0.8141323791620403;0.5327302762986665;0.8646285507110697;0.9320592121028762;0.8886526289060732;0.8164368033171666;0.599500628530886;no_guasto
2;301055;0.8902472120827116;0.8979054603672523;0.8126276946545864;0.5309334820982193;0.8646285507110697;0.9350397168626228;0.8889051609907752;0.8202987093460441;0.6012199303057624;no_guasto
2;301056;0.8911893879589695;0.9002182550869507;0.8137588626360865;0.5326320232318887;0.8643615710717468;0.9340974469161728;0.8839746886794758;0.8205821777205035;0.601414449299848;no_guasto
2;301057;0.888853959873673;0.8999295209716515;0.8126972598930391;0.5349291197032277;0.8663938874898407;0.933621449154146;0.8833603319899008;0.8175415801429032;0.5977754886346923;no_guasto
2;301058;0.8897373002566531;0.8988660128357356;0.8141323791620403;0.5353370425831886;0.8643957551731979;0.9350279896216932;0.8856503528906852;0.8167167131705774;0.598446717305778;no_guasto
2;301059;0.8897373002566531;0.8988660128357356;0.8141323791620403;0.5353370425831886;0.8643957551731979;0.9350279896216932;0.8856503528906852;0.8167167131705774;0.598446717305778;no_guasto
2;301060;0.8891086045317746;0.8999295209716515;0.8155095897737659;0.5310320727269165;0.8626293939967005;0.9344050732957474;0.8876337323099641;0.8171460834106055;0.6020865016096103;no_guasto
2;301061;0.8905610348595062;0.8985447328024557;0.8143904116850993;0.5314355200586112;0.8649279861396209;0.9326847268626484;0.8873273232402489;0.8174611157762901;0.5991184201255536;no_guasto
2;301062;0.8880318824873941;0.8971284084974557;0.8143904116850993;0.5311843292519123;0.8634634782996614;0.932535571319236;0.887480494797834;0.8181702261205307;0.5989236202451076;no_guasto
2;301063;0.8897986356107921;0.8975498713523761;0.8135722800829379;0.5333859705521693;0.8645687341736228;0.9323754307734066;0.8880396615542089;0.8160434196402381;0.5995947888092286;no_guasto
2;301064;0.8883471720494127;0.8982245537301096;0.8150079369673795;0.532033655465508;0.8625975934126842;0.9333108102462246;0.8906361517870158;0.8163199207406626;0.6003579578472643;no_guasto
2;301065;0.8909974377130992;0.8981902439614966;0.8140183438651974;0.5318811751533457;0.8628966185763803;0.9315944196545576;0.8899238547467866;0.8192750755232874;0.5991184201255536;no_guasto
2;301066;0.8894835188938338;0.8992913041090825;0.8176354617317549;0.5328312471526424;0.8635294653874735;0.931125198653986;0.8889051609907752;0.8196721918160339;0.5975827096246455;no_guasto
2;301067;0.8910733557013155;0.896806063425921;0.8132756853327294;0.5324806185793889;0.8660612782948491;0.934872896199214;0.8843248470686734;0.8192750755232874;0.5971047357113235;no_guasto
2;301068;0.8868958098317651;0.8992913041090825;0.8148928635392894;0.5325825589140314;0.8625975934126842;0.932684310726448;0.8890055639110398;0.8182516237012653;0.5994011248516511;no_guasto
2;301069;0.8924718565587001;0.8996098621351608;0.8163266130691351;0.5307825415194274;0.8616745218680625;0.9344025714578896;0.8880396615542089;0.8170298277999242;0.5975827096246455;no_guasto
2;301070;0.8920726649997486;0.8996098621351608;0.8159445594953231;0.5345291398083554;0.8614967624453125;0.9312780813607676;0.8879404129155547;0.8183373125894777;0.5981659237982859;no_guasto
2;301071;0.8901139821746888;0.9002845654205359;0.8167594786938218;0.5336801923355392;0.8628966185763803;0.930809694977908;0.8849381634822178;0.8191606944804639;0.5987309661540882;no_guasto
2;301072;0.8909974377130992;0.8971945745331378;0.8147629836777457;0.5323342157741637;0.8637318494938546;0.9344114105180326;0.8854969573677245;0.8169156959708874;0.5998792541832482;no_guasto
2;301073;0.8870873807503624;0.8982245537301096;0.8130702652125031;0.5316315678068314;0.8614041697567202;0.9320619978270336;0.8860559217220033;0.8150982895775051;0.5994011248516511;no_guasto
2;301074;0.8876562722152584;0.8974820724191921;0.8134437746721761;0.5311843292519123;0.8608972622365108;0.9301843819761756;0.8895652489657908;0.8158928595302238;0.5983521282153763;no_guasto
2;301075;0.8914442687653557;0.8978695238901283;0.8127551707281543;0.5307825415194274;0.8643957551731979;0.9331529988558211;0.887021170291334;0.8172283020639298;0.5992096302278807;no_guasto
2;301076;0.8914442687653557;0.8978695238901283;0.8127551707281543;0.5307825415194274;0.8643957551731979;0.9331529988558211;0.887021170291334;0.8172283020639298;0.5992096302278807;no_guasto
2;301077;0.8919011967546341;0.8988062245502274;0.8142043159041592;0.5313823181156173;0.866994758711374;0.9370682274619164;0.8871742176713702;0.8162399187101259;0.5980612848431606;no_guasto
2;301078;0.8867768911631029;0.900894761894046;0.8171342836719021;0.5321311141110516;0.8637953007158696;0.9329992584487424;0.8884992902278265;0.8147846167495487;0.5971047357113235;no_guasto
2;301079;0.8883471720494127;0.8975147683638759;0.8156965589570017;0.5341787294939091;0.8663938874898407;0.9356523838932032;0.8877870435934102;0.8177399301991282;0.5987309661540882;no_guasto
2;301080;0.8897373002566531;0.9013145451770844;0.8145766311232087;0.5329349551673237;0.865227686573177;0.9347152195528278;0.8871742176713702;0.8192750755232874;0.598446717305778;no_guasto
2;301081;0.8891086045317746;0.8982613048414724;0.8138880690558583;0.5340798735903288;0.8663938874898407;0.935345578763005;0.886461855112059;0.819786859893541;0.5966273645483586;no_guasto
2;301082;0.8891086045317746;0.8982613048414724;0.8138880690558583;0.5340798735903288;0.8663938874898407;0.935345578763005;0.886461855112059;0.819786859893541;0.5966273645483586;no_guasto
2;301083;0.8872115031215648;0.8985798757574726;0.8148809015033756;0.5339292891515347;0.8640953940069643;0.933153409691387;0.8878424777486295;0.8188795227624017;0.5956744119039312;no_guasto
2;301084;0.8891086045317746;0.8989354532637436;0.8130702652125031;0.5344285128816477;0.8626631663051114;0.9325277982004576;0.8883460173935792;0.8182516237012653;0.597392082524331;no_guasto
2;301085;0.889230575360412;0.8975874174551914;0.8155695397129411;0.5335793904269762;0.861832524663791;0.9320592121028762;0.8848404776970726;0.8206129635443583;0.5983521282153763;no_guasto
2;301086;0.889230575360412;0.8975874174551914;0.8155695397129411;0.5335793904269762;0.861832524663791;0.9320592121028762;0.8848404776970726;0.8206129635443583;0.5983521282153763;no_guasto
2;301087;0.888853959873673;0.8992202352764515;0.8157675322684813;0.535876899373816;0.8628966185763803;0.9328403293670324;0.887480494797834;0.8173436345062984;0.5998792541832482;no_guasto
2;301088;0.8914442687653557;0.8988660128357356;0.8131995050319906;0.53517992936084;0.8631646495125672;0.9340918518997572;0.8880938480898115;0.816803668460017;0.5992096302278807;no_guasto
2;301089;0.8884109362863735;0.897836029763639;0.8156965589570017;0.5345817127767937;0.865227686573177;0.9325296682820312;0.8866695205600275;0.8187633301015033;0.5982529266505007;no_guasto
2;301090;0.8949772238192616;0.8982245537301096;0.8131995050319906;0.5338294542506866;0.8657940789524481;0.9329976915329908;0.8862092204928396;0.8206953303252057;0.5965451267749498;no_guasto
2;301091;0.8935248874953788;0.8958095803600066;0.8143193225143899;0.5333296697714835;0.8629636532929945;0.9322153895040536;0.8853436200434822;0.8181377916371348;0.597298653549023;no_guasto
2;301092;0.8899918444539255;0.8958095803600066;0.8149427256340551;0.5324806185793889;0.8655276548037987;0.930343932861348;0.8880396615542089;0.8155812656802701;0.5998792541832482;no_guasto
2;301093;0.8899918444539255;0.8958095803600066;0.8149427256340551;0.5324806185793889;0.8655276548037987;0.930343932861348;0.8880396615542089;0.8155812656802701;0.5998792541832482;no_guasto
2;301094;0.889230575360412;0.8996874311006041;0.815824630956689;0.5338903146499091;0.8661283874088074;0.9345598315959196;0.8911953042084424;0.8181377916371348;0.5996888684217183;no_guasto
2;301095;0.891250258050046;0.8937161857513959;0.8133297989160027;0.5324806185793889;0.8649972738723866;0.9345645982968512;0.8890055639110398;0.8174271603303513;0.599500628530886;no_guasto
2;301096;0.890875104286004;0.8940703667316149;0.8152652059140634;0.5348806768282325;0.8626631663051114;0.9348712208570896;0.8853988386151125;0.8189618156363283;0.5988330346961767;no_guasto
2;301097;0.8911893879589695;0.8958095803600066;0.8170893750404732;0.5317337001832664;0.8626631663051114;0.936748172852062;0.8878424777486295;0.8166340832254743;0.5987309661540882;no_guasto
2;301098;0.888600169272241;0.8954898649170547;0.8153822189589908;0.5335793904269762;0.8603307845158554;0.9340900774893606;0.8869767116067877;0.8152155397667951;0.5966273645483586;no_guasto
2;301099;0.8877792635751893;0.8965573778929143;0.8126972598930391;0.5323813969654958;0.8643615710717468;0.933934099925538;0.8862092204928396;0.8171460834106055;0.5991184201255536;no_guasto
2;301100;0.8883471720494127;0.8958454223071013;0.8140744034048019;0.5318811751533457;0.8646963808613355;0.9344050732957474;0.8859026811466534;0.818450233332;0.6010275246860288;no_guasto
2;301101;0.889422829053445;0.8937161857513959;0.8143904116850993;0.5343306223221411;0.8643957551731979;0.9328403293670324;0.884533101023004;0.8182516237012653;0.6000717593364163;no_guasto
2;301102;0.88601237248164;0.8957164942217979;0.8151360400894624;0.5328312471526424;0.8630001848433505;0.9319031354064924;0.8877870435934102;0.8171460834106055;0.6007428680149606;no_guasto
2;301103;0.8901139821746888;0.8964219078383078;0.8140049503618942;0.5316315678068314;0.8634954725046357;0.933621449154146;0.8873273232402489;0.8164818715313888;0.5997905955010279;no_guasto
2;301104;0.8906820465919401;0.8967750201951725;0.815824630956689;0.5330802927664787;0.8617969128518443;0.9351837122744384;0.8869767116067877;0.8174611157762901;0.599315363703041;no_guasto
2;301105;0.8932705631619572;0.897836029763639;0.8150789681832512;0.5322312923616332;0.8626293939967005;0.9325277982004576;0.8851903566534203;0.8174271603303513;0.5995947888092286;no_guasto
2;301106;0.8923872079808232;0.8968395520226983;0.8147629836777457;0.5315321824508509;0.86116473270126;0.9358090770189222;0.8851903566534203;0.8152963368658341;0.5963467736146899;no_guasto
2;301107;0.891250258050046;0.8985120650416076;0.8152095529180855;0.5341787294939091;0.8634954725046357;0.9362774355994284;0.8884460192000487;0.8135628733562481;0.595956552076093;no_guasto
2;301108;0.8889784412275217;0.8964521328084544;0.8159445594953231;0.535129214832075;0.8620629911436464;0.9345598315959196;0.8907893988113704;0.8158081223557033;0.5974946978493343;no_guasto
2;301109;0.8875274265183563;0.8961645955239751;0.8135653840150947;0.5353780961121372;0.8614638849784099;0.9314342350534964;0.8880938480898115;0.8192750755232874;0.5995144246065162;no_guasto
2;301110;0.8882852955014461;0.893074606894273;0.81450638914639;0.5324806185793889;0.8606305972801944;0.9342509449652184;0.8849381634822178;0.8211249875168105;0.5995144246065162;no_guasto
2;301111;0.8885395341762318;0.8958454223071013;0.8155095897737659;0.5333296697714835;0.8622697673316777;0.9326847268626484;0.8870748033611497;0.819786859893541;0.5979704174732162;no_guasto
2;301112;0.8897373002566531;0.8978695238901283;0.8162699676878655;0.5332306225755231;0.8628966185763803;0.9328403293670324;0.8887520425845588;0.8163598201332136;0.5989236202451076;no_guasto
2;301113;0.8882852955014461;0.8944248236463084;0.8137018583878299;0.5323813969654958;0.8634954725046357;0.9336240508013696;0.8904829626389058;0.816948927142043;0.6012199303057624;no_guasto
2;301114;0.8889784412275217;0.897836029763639;0.8148928635392894;0.5335793904269762;0.8626989680800646;0.933308936601739;0.8870748033611497;0.8190770972223361;0.5986426547221388;no_guasto
2;301115;0.8905610348595062;0.8950685474180918;0.8157675322684813;0.5333296697714835;0.8632291753567789;0.9347152195528278;0.8877335773459926;0.8192750755232874;0.5991184201255536;no_guasto
2;301116;0.889422829053445;0.8948154298808212;0.8169468246255727;0.5325825589140314;0.861832524663791;0.9336240508013696;0.8859573419421543;0.8190484322847877;0.5956744119039312;no_guasto
2;301117;0.8922696819313408;0.8985120650416076;0.81450638914639;0.5326872372893612;0.861832524663791;0.936748172852062;0.8882473490820555;0.8187375437883779;0.5979704174732162;no_guasto
2;301118;0.8903669012228339;0.8978049766050408;0.8150079369673795;0.5336801923355392;0.8629636532929945;0.9345598315959196;0.8903298470869285;0.8169156959708874;0.6018909792916528;no_guasto
2;301119;0.889230575360412;0.8978049766050408;0.8136307098760615;0.5325825589140314;0.8626631663051114;0.933621449154146;0.8903298470869285;0.8181377916371348;0.6012199303057624;no_guasto
2;301120;0.8895461233032633;0.8961303130898483;0.8148209854807548;0.5314854224175511;0.8641308458347131;0.934872896199214;0.8849381634822178;0.8182516237012653;0.6003579578472643;no_guasto
2;301121;0.8887371200728867;0.8978695238901283;0.8156965589570017;0.5324806185793889;0.8643615710717468;0.9369030383942216;0.8826481263270042;0.8159247181502784;0.6018909792916528;no_guasto
