Acquisition_Number;Discrete_Time;Board1Acc1;Board1Acc2;Board1Acc3;Board2Acc1;Board2Acc2;Board2Acc3;Board3Acc1;Board3Acc2;Board3Acc3
271;1;0.9584635102122672;0.9689061241641715;1.104625233155896;0.8946969862573974;0.8287027890661679;0.9884758152238738;0.9527238442287146;0.9908730421915232;1.0660943934331804
271;2;0.9584635102122672;0.9683842362912706;1.1029366833994978;0.8952303806627931;0.8308369022892319;0.9890923504496424;0.9532714145385864;0.9888608658853824;1.0664676929468817
271;3;0.9576138713387072;0.9670850213332768;1.1028705816264208;0.8928929523889143;0.8295849766736326;0.9903332861424204;0.9545275631165698;0.9939656582217334;1.0635026870909643
271;4;0.9575999311376486;0.9693654612561846;1.1050601857144142;0.8977851068358438;0.827971931745803;0.988936489493462;0.953658439315942;0.98931083020595;1.067428968474191
271;5;0.9575999311376486;0.9693654612561846;1.1050601857144142;0.8977851068358438;0.827971931745803;0.988936489493462;0.953658439315942;0.98931083020595;1.067428968474191
271;6;0.9576138713387072;0.969625217111199;1.1045598127781096;0.8958151584991165;0.8298414102395479;0.9886268530922164;0.9523374463020916;0.9907141230352032;1.0711706876691358
271;7;0.9576138713387072;0.969625217111199;1.1045598127781096;0.8958151584991165;0.8298414102395479;0.9886268530922164;0.9523374463020916;0.9907141230352032;1.0711706876691358
271;8;0.9576138713387072;0.969625217111199;1.1045598127781096;0.8958151584991165;0.8298414102395479;0.9886268530922164;0.9523374463020916;0.9907141230352032;1.0711706876691358
271;9;0.9561092098384896;0.9668527883643402;1.1023704458188073;0.8943286923201358;0.8290869101034976;0.9873103355621188;0.9525629971767948;0.9910215704880396;1.071469563138289
271;10;0.9561092098384896;0.9671128328483556;1.104314123880181;0.8952821124948365;0.827714121819678;0.9881683410085396;0.952949963365832;0.989159097648144;1.068689306623503
271;11;0.9561092098384896;0.9671128328483556;1.104314123880181;0.8952821124948365;0.827714121819678;0.9881683410085396;0.952949963365832;0.989159097648144;1.068689306623503
271;12;0.9561092098384896;0.967894857391808;1.1035592829095693;0.8952821124948365;0.827714121819678;0.9881683410085396;0.953658439315942;0.9887017595140328;1.0706888152747536
271;13;0.9554686321791804;0.9681927661327244;1.1045598127781096;0.891094984506125;0.8246150520682943;0.9874676251114916;0.9513071890609168;0.9890091013214952;1.0680966965102567
