Acquisition_Number;Discrete_Time;Board1Acc1;Board1Acc2;Board1Acc3;Board2Acc1;Board2Acc2;Board2Acc3;Board3Acc1;Board3Acc2;Board3Acc3
50;345495;0.8811240732351753;0.9957221265540068;0.7929201030378364;0.798382933944228;0.9398057866656696;0.9086641728227188;0.8555994632278596;0.8862931172414785;0.8749113309104101
50;345496;0.8849400999111802;0.9939936349785992;0.7926671619645764;0.7960196059888753;0.9412184071420152;0.9096571688386256;0.8563794340781605;0.8871918257234295;0.8706853703029158
50;345497;0.881600645568391;0.9945965085113356;0.794769680444347;0.8005416489542502;0.9390565057880468;0.9063036946203596;0.8554468598188768;0.8875726399810046;0.8693226738946949
50;345498;0.8873290305053453;0.9930158656649656;0.7905991824008147;0.8016258393642645;0.938807036520794;0.906062352021309;0.8549721429666243;0.888378154952792;0.87380586135207
50;345499;0.8815991876564966;0.9972269965622252;0.7931606096260646;0.8003175758204538;0.9393061214968385;0.9061571853802248;0.8575180245555126;0.8873340856498703;0.8695804991099958
50;345500;0.8857597954756995;0.9951199349547082;0.7923007784752326;0.7960398485106818;0.9399161209563064;0.9108933718996288;0.8539050385726886;0.8850179131819607;0.8678296252182772
50;345501;0.8835081752658894;0.9927884221985124;0.7942674194039532;0.7941045839093877;0.938807036520794;0.9102284532332516;0.8548370551824502;0.8892016011538268;0.8717908264132784
50;345502;0.8831869474392281;0.9926410827747502;0.7950440834394806;0.7958049998804485;0.9407199144965118;0.9073923222988276;0.8552775808359697;0.8877113984421896;0.8709500649270979
50;345503;0.8825511827880775;0.9906856625474492;0.7940679861915634;0.7994744734220743;0.9395558809754124;0.9096104273339288;0.8562105005006565;0.8892747562807469;0.8722456157824293
50;345504;0.8828704435735054;0.995200759185451;0.7944932244964399;0.7951692603483361;0.9396108262748788;0.9061785485018304;0.8544975183253136;0.8864367691129892;0.8706853703029158
50;345505;0.8836808443099422;0.9927129271320626;0.7939435418098703;0.7947353219846873;0.9385023063660224;0.9108933718996288;0.8551418301690199;0.8887528784030377;0.871990126712912
50;345506;0.8832027428621569;0.9946693199148104;0.7939536459376642;0.7951692603483361;0.9387520694373572;0.9058751568804284;0.8537345635986785;0.8859882583003028;0.8727009745856401
50;345507;0.8854298303164476;0.9913582085323948;0.7930925474954553;0.7968779255835826;0.9379482850215328;0.9083864003133728;0.8567015722677463;0.8845693196363059;0.871140736788751
50;345508;0.8812842640738483;0.9927129271320626;0.7938432656434894;0.7966731192440203;0.9381450220062636;0.9048853499051388;0.8559216929850789;0.8805522667386007;0.868020261550012
50;345509;0.8828770357147032;0.9925618919914768;0.7940282868964265;0.7936573563213933;0.9388969326239672;0.9086641728227188;0.8552943102481076;0.8843557813945905;0.8687455670892945
50;345510;0.8798543748723203;0.9946004247493048;0.7940282868964265;0.7921505642973836;0.9391992847311312;0.9069635580868252;0.8539050385726886;0.8859882583003028;0.8715966728274637
50;345511;0.8841590656106523;0.9946693199148104;0.7930340790015797;0.7910738669013012;0.9409136938438468;0.9068666297642562;0.8546669438908853;0.8861549683703793;0.8704929583039535
50;345512;0.883663543037485;0.9939936349785992;0.7937134232788456;0.7938701196065134;0.9402220024154208;0.9070572811631484;0.8571947013369192;0.8880055928113572;0.8669159864125161
50;345513;0.8858953024670708;0.9960246113811828;0.7938845327288367;0.7992432510940822;0.9393061214968385;0.906347549771668;0.8542096121607672;0.8880055928113572;0.8704929583039535
50;345514;0.8838206907294338;0.9942925496486524;0.7959647826494024;0.7990335779547423;0.9387520694373572;0.9072992700488952;0.858278936766091;0.8881606473769443;0.868020261550012
50;345515;0.8865256853197967;0.9957221265540068;0.7936428195869853;0.8009679378394174;0.9390565057880468;0.9046904958576318;0.8567015722677463;0.8892016011538268;0.8651669083134755
50;345516;0.8852555112722984;0.9951199349547082;0.7935854310843039;0.7970992359828081;0.9399161209563064;0.9070572811631484;0.8560919510339913;0.8873340856498703;0.8700364438721585
50;345517;0.8862103738618679;0.9948941559698026;0.7918752678330027;0.7977398658011511;0.9414678715270886;0.9068666297642562;0.856871731812439;0.8866730240826086;0.8689327392671201
50;345518;0.8850940823597382;0.9956475106476866;0.7930340790015797;0.7943022819483279;0.9404146173332416;0.9095186320842502;0.8562442619154601;0.8859153723932759;0.872510273407853
50;345519;0.8849400999111802;0.9964020003643824;0.7930340790015797;0.7981721707008168;0.9412184071420152;0.9093259919897492;0.8562442619154601;0.8858438979148392;0.8722456157824293
50;345520;0.8839801159919148;0.9972269965622252;0.7938979552859304;0.7947353219846873;0.9383955137687588;0.907906969691684;0.8556353809615684;0.8859153723932759;0.8733510786288502
50;345521;0.8877959254332392;0.997002875703301;0.7918865954602575;0.7968779255835826;0.9393061214968385;0.9082855196113808;0.8564346009895658;0.8867424265565824;0.8717908264132784
50;345522;0.8849515151358613;0.9998716091321946;0.7941379490113125;0.7968779255835826;0.938807036520794;0.907906969691684;0.8542096121607672;0.8833876425429728;0.8708829363320272
50;345523;0.8828770357147032;0.997075939854425;0.7938979552859304;0.8003175758204538;0.9387520694373572;0.9081448317120918;0.8570425593645422;0.885121232752147;0.8670630036364072
50;345524;0.8843011064877835;0.9935399157475248;0.7935180089356357;0.7930085444939104;0.9420222266406092;0.9061571853802248;0.8567015722677463;0.882419841343929;0.8730978952597427
50;345525;0.8828704435735054;0.9961792289979532;0.7935854310843039;0.7968779255835826;0.9395022259622198;0.9074815412785272;0.8579563511060043;0.8853947457202358;0.8697763263250342
50;345526;0.8843099823373756;0.9964020003643824;0.7940103246590158;0.8007473628235761;0.9380032171320536;0.908763706714206;0.8568904790883122;0.8826292563281914;0.8695804991099958
50;345527;0.8811233495478438;0.9934670713502252;0.7927358636666408;0.7981820742007869;0.9360909488500356;0.9080031072319744;0.8554644988796203;0.8862233618342399;0.8682160685683522
50;345528;0.8835173614806607;0.9958013049971842;0.7911436735918177;0.7996917509807783;0.9385023063660224;0.9096104273339288;0.8579743901822301;0.8825580317815318;0.8751106820768007
50;345529;0.8822468758409883;0.9960246113811828;0.7941379490113125;0.8016258393642645;0.9398057866656696;0.9075760688727892;0.8546847525449857;0.883527252524475;0.8708829363320272
50;345530;0.883531216990873;0.991959960513477;0.7942515703695772;0.8046471277033259;0.9393615042203188;0.9086641728227188;0.8548195086787334;0.8857737892232663;0.8730978952597427
50;345531;0.8822468758409883;0.9942223519205302;0.7945625471262467;0.8033296034939456;0.9398602947627578;0.909278929143101;0.8595161325188796;0.884670781756504;0.8706853703029158
50;345532;0.8811240732351753;0.9956475106476866;0.7957803843937908;0.7968779255835826;0.9391123261616257;0.908238054619224;0.8568541296416378;0.8842874162347086;0.876218458571555
50;345533;0.8846170984820844;0.9960246113811828;0.7932177291551956;0.7968779255835826;0.9393615042203188;0.9062054573718112;0.8568904790883122;0.8862233618342399;0.871140736788751
50;345534;0.8854101438337747;0.9956475106476866;0.792367767491939;0.7964483152440108;0.937504709510405;0.904738365506306;0.8570425593645422;0.8838374730611402;0.871140736788751
50;345535;0.8822381402807805;0.9948941559698026;0.792425344278403;0.802252212262543;0.9382526897443156;0.9059243165748088;0.8559216929850789;0.8839763748905074;0.8715966728274637
50;345536;0.8849515151358613;0.991959960513477;0.7902325266098454;0.7962372226519584;0.9401652959322898;0.9080538458175526;0.8548195086787334;0.8843557813945905;0.872510273407853
50;345537;0.881761129238705;0.9940002712646298;0.7914620734533497;0.7960398485106818;0.9395558809754124;0.9058265618093084;0.8560919510339913;0.8891297796857317;0.8729679127771965
50;345538;0.8854176410779149;0.9946693199148104;0.7901739687298455;0.7958049998804485;0.9390565057880468;0.909564248387241;0.8559048548545357;0.8906203601628574;0.8740704821107944
50;345539;0.885571162713264;0.9946693199148104;0.7891984551608631;0.7977398658011511;0.938448249925089;0.909140512740176;0.8567194359579205;0.8897973998308385;0.8742612358288456
50;345540;0.8823926367935595;0.9952706984915408;0.7925434639147662;0.7970992359828081;0.9399161209563064;0.9109837267658832;0.8571947013369192;0.8903208077048982;0.8749113309104101
50;345541;0.8823937743467506;0.9956475106476866;0.7930925474954553;0.8013951253121643;0.9381981955820488;0.9082855196113808;0.8545144408199654;0.8857050431111316;0.871990126712912
50;345542;0.8836698268957304;0.9937663229756504;0.7952854542940572;0.798382933944228;0.9401652959322898;0.9105608213146577;0.856871731812439;0.8813860529273118;0.8722456157824293
50;345543;0.8814451756232234;0.992938002210008;0.7962050110642036;0.7975262340824181;0.9396670899692025;0.9085693404200264;0.8563966422717582;0.8842874162347086;0.8704929583039535
50;345544;0.8844733440528397;0.9931640334730698;0.7928505597031609;0.798382933944228;0.9402220024154208;0.9096104273339288;0.8562442619154601;0.8836396267659148;0.871140736788751
50;345545;0.8823996361772642;0.992938002210008;0.7918312757043163;0.7949432307423525;0.9404146173332416;0.9066335337831936;0.8565672095697409;0.8871227988619406;0.868020261550012
50;345546;0.883192477096155;0.9921116318528715;0.7917589528223434;0.7953736540334106;0.9396670899692025;0.9093736005438856;0.8561108929561373;0.8866730240826086;0.8735504159780696
50;345547;0.883192477096155;0.9942925496486524;0.7931606096260646;0.8003175758204538;0.9387520694373572;0.9056951681583656;0.8573469127671021;0.8858438979148392;0.8704298606471652
50;345548;0.8839952927696185;0.9939936349785992;0.7944932244964399;0.8005416489542502;0.9360909488500356;0.9076241782296464;0.8562442619154601;0.884805460996931;0.8724432220111898
50;345549;0.8835081752658894;0.9922665910918904;0.7945069554518099;0.7975262340824181;0.938059498306318;0.908238054619224;0.8567015722677463;0.8881606473769443;0.871990126712912
50;345550;0.8838240976398133;0.9920381101128024;0.7938265020911022;0.7994606709748118;0.9383085326633476;0.9071974843354148;0.8571435820077145;0.8864367691129892;0.874206239774614
50;345551;0.8843011064877835;0.9918105233437968;0.7931606096260646;0.8016258393642645;0.938059498306318;0.9067254429088848;0.8579563511060043;0.8899499860714839;0.8697763263250342
50;345552;0.8846170984820844;0.9945179219670974;0.7949872218520835;0.7951648747241022;0.9396108262748788;0.9041762041611634;0.8557692280581564;0.8840479002566101;0.8735504159780696
50;345553;0.8830311169460838;0.992938002210008;0.7943783425632681;0.7949432307423525;0.9385577112562632;0.9085693404200264;0.8558069960161178;0.889425260868752;0.8744571231137455
50;345554;0.883192477096155;0.9935399157475248;0.7944352945819189;0.8005404317248709;0.940664082490704;0.907672834269227;0.857670082185192;0.8859153723932759;0.8740034845073823
50;345555;0.8828704435735054;0.9958722564196416;0.795300676796829;0.7945137093636271;0.9415237377337262;0.9084312768100784;0.8551600088763214;0.8859882583003028;0.8704929583039535
50;345556;0.883192477096155;0.9963245272874192;0.7955961067644037;0.7953736540334106;0.9399161209563064;0.907012876653954;0.8554644988796203;0.8859153723932759;0.8688695945981229
50;345557;0.8814451756232234;0.9941419775261714;0.793769473265065;0.7973084576164077;0.9390565057880468;0.9082855196113808;0.8548195086787334;0.8853947457202358;0.8693226738946949
50;345558;0.8831869474392281;0.9937663229756504;0.7920002039997527;0.7947353219846873;0.9387520694373572;0.9089949819528004;0.8559397018571216;0.8838374730611402;0.868020261550012
50;345559;0.8833472099362839;0.9945179219670974;0.7915181043327449;0.7962372226519584;0.9390019762849124;0.9071974843354148;0.8554644988796203;0.8867424265565824;0.8709500649270979
50;345560;0.8854101438337747;0.9946693199148104;0.7927927106622861;0.798382933944228;0.9378946737988964;0.9065844561741248;0.8556353809615684;0.8837701468770962;0.8678296252182772
50;345561;0.884137913414689;0.9936910920079848;0.7916921745168959;0.7932305495076251;0.9390565057880468;0.9084767437289584;0.8548195086787334;0.8886807267752523;0.8682872999172291
50;345562;0.8830273637734939;0.9940680902377838;0.7938432656434894;0.7934663115110249;0.9398057866656696;0.9037473134891338;0.8553122268864569;0.8853243063862429;0.8715966728274637
50;345563;0.8855804552782336;0.993089844960777;0.7931520184811103;0.7938896052697809;0.94227168769476;0.907813103151756;0.8568904790883122;0.8892747562807469;0.875821473859694
50;345564;0.8830311169460838;0.9964020003643824;0.7946767104369958;0.7955917992748396;0.9412184071420152;0.9067254429088848;0.8561108929561373;0.8833199402182705;0.8702305742640499
50;345565;0.8855804552782336;0.9933144023253204;0.7946729720840489;0.7951648747241022;0.9390019762849124;0.909564248387241;0.8572140944045259;0.8840479002566101;0.8713366073698268
50;345566;0.8839853545892881;0.993089844960777;0.7960208317352604;0.7923673264990139;0.9391123261616257;0.907906969691684;0.8557875144177837;0.8814523789096486;0.8695804991099958
50;345567;0.8877959254332392;0.9961792289979532;0.7935854310843039;0.7934388806812339;0.9396108262748788;0.9083821392419048;0.8562629419274636;0.8860625590772072;0.866460000778524
50;345568;0.8847878635936973;0.9952706984915408;0.7951019265281553;0.7962479289487053;0.9390565057880468;0.9089476144818588;0.8567194359579205;0.8833876425429728;0.8686702989099696
50;345569;0.8819172512621422;0.9940680902377838;0.7921839202937145;0.7955917992748396;0.9396108262748788;0.908191169933512;0.856282767829742;0.8864367691129892;0.8706853703029158
50;345570;0.8833545559734602;0.994822914508;0.7924955303368901;0.8007473628235761;0.938807036520794;0.906109494880458;0.8572140944045259;0.8846055290172167;0.8749113309104101
50;345571;0.881139583585054;0.9934670713502252;0.793769473265065;0.7955917992748396;0.9385023063660224;0.9064880105598748;0.8579936049508086;0.8849457067863148;0.8742612358288456
50;345572;0.8833545559734602;0.993089844960777;0.7919428986755138;0.7988126548306896;0.9404146173332416;0.906771940975896;0.8548370551824502;0.8852552072745198;0.8706853703029158
50;345573;0.8806522557029179;0.9942223519205302;0.7935290216059144;0.8011780449199335;0.9411634487213538;0.9055450414835552;0.8545325195186272;0.8868132165024003;0.8720532009135982
50;345574;0.8801837566463775;0.9931640334730698;0.7923606891483563;0.7943022819483279;0.9408596154143264;0.908854534448474;0.8559589135701108;0.8833199402182705;0.8682160685683522
50;345575;0.8801837566463775;0.9931640334730698;0.7923606891483563;0.7943022819483279;0.9408596154143264;0.908854534448474;0.8559589135701108;0.8833199402182705;0.8682160685683522
50;345576;0.8820773396923512;0.9940680902377838;0.7932177291551956;0.7923673264990139;0.9396108262748788;0.9059740239267936;0.853090202076349;0.8842204197528044;0.8678296252182772
50;345577;0.8844626791615996;0.991435284809545;0.7930340790015797;0.802252212262543;0.9404708864650856;0.9074815412785272;0.8534122126605908;0.8870339116895363;0.8698475195694159
50;345578;0.8819223575571884;0.9925618919914768;0.7941379490113125;0.7998886634168951;0.9409690889444252;0.9065359427553836;0.8554644988796203;0.8862233618342399;0.8727009745856401
50;345579;0.883663543037485;0.9940002712646298;0.7934015100731404;0.7996917509807783;0.9401099070138492;0.910938268399239;0.8573660286176851;0.8889013256739278;0.8702305742640499
50;345580;0.882554179826094;0.9947577564885376;0.7921269753661907;0.7932305495076251;0.9382526897443156;0.9074351402043784;0.8552943102481076;0.884805460996931;0.8736134203187744
50;345581;0.8854176410779149;0.9958013049971842;0.7932758468890065;0.7917229451934363;0.9393615042203188;0.9082855196113808;0.8567194359579205;0.8857050431111316;0.8706853703029158
50;345582;0.8839801159919148;0.9938445673445568;0.7926089620304667;0.7917229451934363;0.9395022259622198;0.911226104788352;0.8563794340781605;0.8860880132884192;0.8708829363320272
50;345583;0.8835173614806607;0.9954236882759968;0.7941942683772993;0.7930085444939104;0.9404146173332416;0.9066831754909724;0.8543619994990228;0.8883042689837016;0.8691251249140148
50;345584;0.8835081752658894;0.9920381101128024;0.795171458254288;0.7981820742007869;0.9385023063660224;0.9099421088537591;0.8565672095697409;0.8849928441366478;0.8695804991099958
50;345585;0.8847878635936973;0.9958013049971842;0.7937012100720366;0.797954133886167;0.9396108262748788;0.907722070726592;0.8588887758190722;0.8857737892232663;0.8695804991099958
50;345586;0.8846249127559037;0.9951199349547082;0.7926671619645764;0.8003175758204538;0.9396670899692025;0.9136890484346148;0.8606365674171226;0.8844255875792244;0.8684762150669059
50;345587;0.8811240732351753;0.9957221265540068;0.7934015100731404;0.7999103506661196;0.9391123261616257;0.907722070726592;0.8561108929561373;0.8837470464973879;0.8720532009135982
50;345588;0.8823937743467506;0.9954959414349088;0.7916921745168959;0.7968779255835826;0.9409690889444252;0.913158785108071;0.8578416932782857;0.8838374730611402;0.8733510786288502
50;345589;0.8835081752658894;0.9977580813907766;0.7935290216059144;0.7964483152440108;0.9406095674543092;0.9071131883521724;0.8546669438908853;0.8860625590772072;0.8702305742640499
50;345590;0.8835173614806607;0.9952706984915408;0.7915751378978912;0.7998886634168951;0.9385577112562632;0.9059243165748088;0.8540572944421339;0.8867424265565824;0.8702305742640499
50;345591;0.8838322212164674;0.9934670713502252;0.7926089620304667;0.7988126548306896;0.9376985209186024;0.907813103151756;0.8559589135701108;0.8873340856498703;0.8728968652188263
50;345592;0.8847782607167083;0.9925618919914768;0.7942515703695772;0.7981721707008168;0.9393061214968385;0.9095186320842502;0.8586018759805543;0.8843557813945905;0.8730978952597427
50;345593;0.8820773396923512;0.9912081355818744;0.7929201030378364;0.8013951253121643;0.9380032171320536;0.909896250851978;0.8564150448819572;0.8868853935878244;0.8746581870704325
50;345594;0.8828770357147032;0.992488778035742;0.7938265020911022;0.7975262340824181;0.9390565057880468;0.9079547567536422;0.8560919510339913;0.8842874162347086;0.8717908264132784
50;345595;0.8812915150493803;0.9933144023253204;0.7950440834394806;0.798845486396428;0.9385023063660224;0.9082855196113808;0.858145578310842;0.8850179131819607;0.8709500649270979
50;345596;0.8832027428621569;0.9933144023253204;0.7939435418098703;0.7970992359828081;0.9385023063660224;0.905746345168083;0.8551600088763214;0.8831504334603081;0.8767338596770167
50;345597;0.8833472099362839;0.9923362988730184;0.7937605791820079;0.7915041155543573;0.9379482850215328;0.9123132088190462;0.8553122268864569;0.8857737892232663;0.872645969576977
50;345598;0.8833472099362839;0.9923362988730184;0.7937605791820079;0.7915041155543573;0.9379482850215328;0.9123132088190462;0.8553122268864569;0.8857737892232663;0.872645969576977
50;345599;0.8863731083500782;0.9954959414349088;0.7923111922380691;0.7992432510940822;0.9399161209563064;0.91065179990562;0.8559216929850789;0.8850179131819607;0.8682160685683522
50;345600;0.8839853545892881;0.997157661129921;0.7912776588986667;0.8033296034939456;0.9390565057880468;0.9066335337831936;0.8565490764668224;0.8828698460122751;0.8722456157824293
50;345601;0.8839853545892881;0.997157661129921;0.7912776588986667;0.8033296034939456;0.9390565057880468;0.9066335337831936;0.8565490764668224;0.8828698460122751;0.8722456157824293
50;345602;0.8836698268957304;0.9939936349785992;0.7942515703695772;0.8007473628235761;0.9401652959322898;0.9089949819528004;0.8567194359579205;0.8887528784030377;0.8700364438721585
50;345603;0.8850940823597382;0.9991833963957604;0.7957803843937908;0.7986053708591625;0.937144501923695;0.9063536428271172;0.8548370551824502;0.8909226462924789;0.8707645484377439
50;345604;0.8838322212164674;0.9947442180330356;0.7938265020911022;0.8007473628235761;0.9385023063660224;0.9095186320842502;0.8566849104052501;0.8883042689837016;0.8740704821107944
50;345605;0.8841402601172361;0.9958722564196416;0.7931520184811103;0.7990335779547423;0.9401099070138492;0.9051171926251754;0.8582976211114886;0.8872622624394502;0.8722456157824293
50;345606;0.8828770357147032;0.9964020003643824;0.7912666403129829;0.7975262340824181;0.9387520694373572;0.909896250851978;0.8548370551824502;0.8842204197528044;0.8733510786288502
50;345607;0.8820842650807701;0.9923362988730184;0.7939536459376642;0.7964483152440108;0.9393061214968385;0.9072937673292218;0.8528023793166544;0.8850915092997984;0.8691251249140148
50;345608;0.8844626791615996;0.991435284809545;0.7912078918054226;0.8001162600929207;0.9371994274330429;0.909564248387241;0.8565490764668224;0.8853243063862429;0.8686702989099696
50;345609;0.8830395259196404;0.9958013049971842;0.791334059736001;0.7960196059888753;0.9385023063660224;0.9081014811957148;0.856226792125854;0.8857737892232663;0.8722456157824293
50;345610;0.8849676409379184;0.9942218895487168;0.7926671619645764;0.797954133886167;0.9370908984359784;0.9119360707581564;0.8538870357155834;0.8852552072745198;0.8689327392671201
50;345611;0.8811294629092647;0.9956475106476866;0.7930493276527641;0.7992432510940822;0.9385577112562632;0.9071974843354148;0.8545325195186272;0.8859882583003028;0.8693898332516419
50;345612;0.8800211958641682;0.9956475106476866;0.7945625471262467;0.7960196059888753;0.9386724235257836;0.907813103151756;0.8559216929850789;0.8865107146553519;0.8673725204162126
50;345613;0.8800144317755725;0.9950463598058572;0.7948764729677431;0.7912990823526372;0.9357868228175;0.9044565770868076;0.8559397018571216;0.8868853935878244;0.872510273407853
50;345614;0.8825742139305389;0.992938002210008;0.7951607653533493;0.7996747432626927;0.9380032171320536;0.9065844561741248;0.8563966422717582;0.8857050431111316;0.872510273407853
50;345615;0.879221338658483;0.992938002210008;0.7958556409734786;0.7968779255835826;0.9352871338594246;0.9072453523639904;0.8593815993622854;0.8861549683703793;0.8733510786288502
50;345616;0.883192477096155;0.9918105233437968;0.7928505597031609;0.797954133886167;0.9387520694373572;0.907859746135069;0.8563966422717582;0.8861549683703793;0.8706853703029158
50;345617;0.8804883900151947;0.9920381101128024;0.7946916491907318;0.7964483152440108;0.9398602947627578;0.9092324290266118;0.8551793749169058;0.8848748904530669;0.8717908264132784
50;345618;0.8882854549399668;0.9945179219670974;0.7929765900828786;0.7977398658011511;0.940664082490704;0.9072453523639904;0.8571947013369192;0.8835991099616701;0.8697763263250342
50;345619;0.8849400999111802;0.9958722564196416;0.7954119687209386;0.7977398658011511;0.9404708864650856;0.9099885292411616;0.8572140944045259;0.8821088257455345;0.8677624114871363
50;345620;0.8835173614806607;0.9946693199148104;0.7926040074486931;0.7943022819483279;0.9381170715136138;0.909278929143101;0.8567384605410845;0.8855398383165551;0.8722456157824293
50;345621;0.8809681394337274;0.9956475106476866;0.7940679861915634;0.7947388775088978;0.9423846894240346;0.9084767437289584;0.8578038933351071;0.8861549683703793;0.8733510786288502
50;345622;0.8828704435735054;0.9956475106476866;0.7930340790015797;0.801823231877426;0.9409690889444252;0.9089476144818588;0.8578038933351071;0.8861549683703793;0.8709500649270979
50;345623;0.8858870539774473;0.9954236882759968;0.7932889733091771;0.7960196059888753;0.9400558358929952;0.9109837267658832;0.8574991780364023;0.884805460996931;0.8702305742640499
50;345624;0.8857440102179067;0.9946004247493048;0.7941379490113125;0.7960196059888753;0.9408596154143264;0.9075285231928836;0.8556353809615684;0.8874073217593872;0.8717908264132784
50;345625;0.8875100033789104;0.9939936349785992;0.7931520184811103;0.8005416489542502;0.94302094099109;0.9096104273339288;0.8568904790883122;0.8855398383165551;0.8697763263250342
50;345626;0.8798593561496457;0.9965520395491694;0.79511595162551;0.798382933944228;0.9416633937020348;0.9059740239267936;0.8559589135701108;0.8868853935878244;0.8708829363320272
50;345627;0.8847878635936973;0.9939936349785992;0.7909611061689618;0.7973084576164077;0.9415808911724362;0.9086641728227188;0.8565864959770189;0.8844255875792244;0.8693226738946949
50;345628;0.8820773396923512;0.9948941559698026;0.7945625471262467;0.797954133886167;0.9393615042203188;0.9055450414835552;0.856871731812439;0.8829379017786797;0.8688695945981229
50;345629;0.8879714552256082;0.9962488410479804;0.7928505597031609;0.79000042674935;0.9410258288992968;0.9091411173284514;0.8555994632278596;0.8844967582525313;0.8686702989099696
50;345630;0.8811240732351753;0.9958013049971842;0.7958025487504246;0.7962372226519584;0.939169465525416;0.9095186320842502;0.8540572944421339;0.8828698460122751;0.8691251249140148
