Discrete_Time;Time;Acquisition_Number;Sm;Enc_Position;ActTemp_1;ActPos_1;ActVel_1;ActCur_1;VelRef_1;IsdIstwert_1;UsqRegleeausgang_1;UsdRegleeausgang_1;StellwertU_1;ActTemp_2;ActPos_2;ActVel_2;ActCur_2;VelRef_2;IsdIstwert_2;UsqRegleeausgang_2;UsdRegleeausgang_2;StellwertU_2;Board1Acc1X;Board1Acc1Y;Board1Acc1Z;Board1Acc2X;Board1Acc2Y;Board1Acc2Z;Board1Acc3X;Board1Acc3Y;Board1Acc3Z;Board2Acc1X;Board2Acc1Y;Board2Acc1Z;Board2Acc2X;Board2Acc2Y;Board2Acc2Z;Board2Acc3X;Board2Acc3Y;Board2Acc3Z;Board3Acc1X;Board3Acc1Y;Board3Acc1Z;Board3Acc2X;Board3Acc2Y;Board3Acc2Z;Board3Acc3X;Board3Acc3Y;Board3Acc3Z
596780;2022-07-23 07:57:21.554;49;217;7383715;34;4171323496.0;0.489266633987427;-2.975966;0.0;-0.05428624;-9.242582;1.081517;0.5163912;33;124122914.0;0.0322859287261963;3.002416;0.0;0.08953516;8.785586;-1.214189;0.5162154;0.4803467;0.3494873;0.749878;0.3065186;0.499878;-0.7872315;-0.8399658;0.01550293;0.4608155;-0.8848877;0.01550293;-0.5040283;-0.03137207;0.8338623;0.484253;0.8377686;0.005737305;0.4764405;-0.3868408;0.7615967;-0.5196533;-0.8321533;0.5369873;-0.009887695;-0.8087158;0.00378418;-0.5118408
596780;2022-07-23 07:57:21.554;49;217;7383715;34;4171323495.0;1.19109694163005;-2.975966;0.0;-0.013016464;-8.187604;0.9716157;0.5145725;33;124122914.0;0.0251443063219388;3.002416;0.0;0.05878541;7.86088;-1.098122;0.5145076;0.4803467;0.3494873;0.749878;0.3065186;0.499878;-0.7872315;-0.8399658;0.01550293;0.4608155;-0.8848877;0.01550293;-0.5040283;-0.03137207;0.8338623;0.484253;0.8377686;0.005737305;0.4764405;-0.3868408;0.7615967;-0.5196533;-0.8321533;0.5369873;-0.009887695;-0.8087158;0.00378418;-0.5118408
596780;2022-07-23 07:57:21.554;49;217;7383715;34;4171323495.0;1.19109694163005;-2.975966;0.0;-0.013016464;-8.187604;0.9716157;0.5145725;33;124122914.0;0.0251443063219388;3.002416;0.0;0.05878541;7.86088;-1.098122;0.5145076;0.4803467;0.3494873;0.749878;0.3065186;0.499878;-0.7872315;-0.8399658;0.01550293;0.4608155;-0.8848877;0.01550293;-0.5040283;-0.03137207;0.8338623;0.484253;0.8377686;0.005737305;0.4764405;-0.3868408;0.7615967;-0.5196533;-0.8321533;0.5369873;-0.009887695;-0.8087158;0.00378418;-0.5118408
596780;2022-07-23 07:57:21.554;49;217;7383715;34;4171323497.0;-0.79374106725057;-3.042437;0.0;-0.06354042;-7.096958;1.118745;0.512309;33;124122916.0;1.3359227180481;3.046908;0.0;0.11705731;6.810402;-1.270339;0.512563;0.4803467;0.3494873;0.749878;0.3065186;0.499878;-0.7872315;-0.8399658;0.01550293;0.4608155;-0.8848877;0.01550293;-0.5040283;-0.03137207;0.8338623;0.484253;0.8377686;0.005737305;0.4764405;-0.3868408;0.7615967;-0.5196533;-0.8321533;0.5369873;-0.009887695;-0.8087158;0.00378418;-0.5118408
596781;2022-07-23 07:57:21.555;49;217;7383715;34;4171323497.0;-0.419634699821472;-2.86034;0.0;-0.04488302;-8.830466;1.057408;0.5155528;33;124122912.0;-0.904969851175944;2.829683;0.0;0.05515531;8.642638;-1.101873;0.5158937;0.4803467;0.3514404;0.749878;0.3065186;0.5057373;-0.7833252;-0.8497314;0.009643555;0.468628;-0.8868408;0.013549805;-0.5059815;-0.02160645;0.8338623;0.4803467;0.8358155;0.00769043;0.4783936;-0.388794;0.7635498;-0.5235596;-0.8360596;0.5350342;-0.007934571;-0.8028565;0.009643555;-0.5177002
596781;2022-07-23 07:57:21.555;49;217;7383715;34;4171323497.0;-0.419634699821472;-3.042437;0.0;-0.04488302;-8.830466;1.057408;0.5155528;33;124122912.0;-0.904969851175944;3.046908;0.0;0.05515531;8.642638;-1.101873;0.5158937;0.4803467;0.3514404;0.749878;0.3065186;0.5057373;-0.7833252;-0.8497314;0.009643555;0.468628;-0.8868408;0.013549805;-0.5059815;-0.02160645;0.8338623;0.4803467;0.8358155;0.00769043;0.4783936;-0.388794;0.7635498;-0.5235596;-0.8360596;0.5350342;-0.007934571;-0.8028565;0.009643555;-0.5177002
596781;2022-07-23 07:57:21.555;49;217;7383715;34;4171323497.0;-0.538821617762248;-3.042437;0.0;-0.02215643;-8.435959;0.9637374;0.5148673;33;124122908.0;-5.32253233591716;3.046908;0.0;0.07126957;7.983261;-1.157046;0.5142612;0.4803467;0.3514404;0.749878;0.3065186;0.5057373;-0.7833252;-0.8497314;0.009643555;0.468628;-0.8868408;0.013549805;-0.5059815;-0.02160645;0.8338623;0.4803467;0.8358155;0.00769043;0.4783936;-0.388794;0.7635498;-0.5235596;-0.8360596;0.5350342;-0.007934571;-0.8028565;0.009643555;-0.5177002
596781;2022-07-23 07:57:21.555;49;217;7383715;34;4171323497.0;-0.538821617762248;-3.042437;0.0;-0.02215643;-8.435959;0.9637374;0.5148673;33;124122908.0;-5.32253233591716;3.046908;0.0;0.07126957;7.983261;-1.157046;0.5142612;0.4803467;0.3514404;0.749878;0.3065186;0.5057373;-0.7833252;-0.8497314;0.009643555;0.468628;-0.8868408;0.013549805;-0.5059815;-0.02160645;0.8338623;0.4803467;0.8358155;0.00769043;0.4783936;-0.388794;0.7635498;-0.5235596;-0.8360596;0.5350342;-0.007934571;-0.8028565;0.009643555;-0.5177002
596782;2022-07-23 07:57:21.556;49;217;7383715;34;4171323502.0;-4.22687276204427;-2.86034;0.0;-0.05087546;-7.551176;1.056047;0.5128707;33;124122912.0;-0.435969909032186;2.829683;0.0;0.09014073;7.263508;-1.205394;0.5132985;0.4764405;0.3494873;0.7537842;0.3006592;0.5096436;-0.7716065;-0.8321533;0.013549805;0.4647217;-0.8829346;0.01550293;-0.5079346;-0.02355957;0.828003;0.4803467;0.8299561;0.005737305;0.4783936;-0.3751221;0.7674561;-0.5196533;-0.826294;0.546753;-0.013793945;-0.8087158;0.005737305;-0.5118408
596782;2022-07-23 07:57:21.556;49;217;7383715;34;4171323497.0;1.02785833676656;-2.86034;0.0;-0.03428242;-10.346582;1.029947;0.5184635;33;124122910.0;-1.68295876185099;2.829683;0.0;0.0730007;10.025618;-1.132446;0.5184403;0.4764405;0.3494873;0.7537842;0.3006592;0.5096436;-0.7716065;-0.8321533;0.013549805;0.4647217;-0.8829346;0.01550293;-0.5079346;-0.02355957;0.828003;0.4803467;0.8299561;0.005737305;0.4783936;-0.3751221;0.7674561;-0.5196533;-0.826294;0.546753;-0.013793945;-0.8087158;0.005737305;-0.5118408
596782;2022-07-23 07:57:21.556;49;217;7383715;34;4171323497.0;1.02785833676656;-2.86034;0.0;-0.03428242;-10.346582;1.029947;0.5184635;33;124122910.0;-1.68295876185099;2.829683;0.0;0.0730007;10.025618;-1.132446;0.5184403;0.4764405;0.3494873;0.7537842;0.3006592;0.5096436;-0.7716065;-0.8321533;0.013549805;0.4647217;-0.8829346;0.01550293;-0.5079346;-0.02355957;0.828003;0.4803467;0.8299561;0.005737305;0.4783936;-0.3751221;0.7674561;-0.5196533;-0.826294;0.546753;-0.013793945;-0.8087158;0.005737305;-0.5118408
596782;2022-07-23 07:57:21.556;49;217;7383715;34;4171323496.0;1.61055246988932;-2.956018;0.0;-0.02779484;-9.747739;0.9872887;0.5174588;33;124122905.0;-5.25971094767253;2.959708;0.0;0.09163737;9.344879;-1.209886;0.5168349;0.4764405;0.3494873;0.7537842;0.3006592;0.5096436;-0.7716065;-0.8321533;0.013549805;0.4647217;-0.8829346;0.01550293;-0.5079346;-0.02355957;0.828003;0.4803467;0.8299561;0.005737305;0.4783936;-0.3751221;0.7674561;-0.5196533;-0.826294;0.546753;-0.013793945;-0.8087158;0.005737305;-0.5118408
596783;2022-07-23 07:57:21.557;49;217;7383715;34;4171323503.0;-4.36737092336019;-2.956018;0.0;-0.08773119;-6.444293;1.150421;0.5107762;33;124122914.0;3.97667026519775;2.959708;0.0;0.1432224;6.36457;-1.341393;0.5119213;0.4803467;0.3533936;0.749878;0.3045654;0.5018311;-0.7735596;-0.8458252;0.01550293;0.4705811;-0.8790283;0.01940918;-0.5020752;-0.02941895;0.8319092;0.4783936;0.8221436;0.00769043;0.468628;-0.3751221;0.7674561;-0.5235596;-0.826294;0.5428467;-0.013793945;-0.8087158;0.00769043;-0.5274658
596783;2022-07-23 07:57:21.557;49;217;7383715;34;4171323503.0;-4.36737092336019;-2.956018;0.0;-0.08773119;-6.444293;1.150421;0.5107762;33;124122914.0;3.97667026519775;2.959708;0.0;0.1432224;6.36457;-1.341393;0.5119213;0.4803467;0.3533936;0.749878;0.3045654;0.5018311;-0.7735596;-0.8458252;0.01550293;0.4705811;-0.8790283;0.01940918;-0.5020752;-0.02941895;0.8319092;0.4783936;0.8221436;0.00769043;0.468628;-0.3751221;0.7674561;-0.5235596;-0.826294;0.5428467;-0.013793945;-0.8087158;0.00769043;-0.5274658
596783;2022-07-23 07:57:21.557;49;217;7383715;34;4171323502.0;-2.5912561416626;-2.956018;0.0;-0.09403097;-7.821989;1.153126;0.5134593;33;124122913.0;2.28697808583577;2.959708;0.0;0.1387358;7.362522;-1.310179;0.513684;0.4803467;0.3533936;0.749878;0.3045654;0.5018311;-0.7735596;-0.8458252;0.01550293;0.4705811;-0.8790283;0.01940918;-0.5020752;-0.02941895;0.8319092;0.4783936;0.8221436;0.00769043;0.468628;-0.3751221;0.7674561;-0.5235596;-0.826294;0.5428467;-0.013793945;-0.8087158;0.00769043;-0.5274658
596783;2022-07-23 07:57:21.557;49;217;7383715;34;4171323499.0;0.208949724833171;-3.220397;0.0;-0.03711822;-8.374638;1.059937;0.5147667;33;124122915.0;2.97410265604655;3.238037;0.0;0.10517577;7.885768;-1.251975;0.5147457;0.4803467;0.3533936;0.749878;0.3045654;0.5018311;-0.7735596;-0.8458252;0.01550293;0.4705811;-0.8790283;0.01940918;-0.5020752;-0.02941895;0.8319092;0.4783936;0.8221436;0.00769043;0.468628;-0.3751221;0.7674561;-0.5235596;-0.826294;0.5428467;-0.013793945;-0.8087158;0.00769043;-0.5274658
596784;2022-07-23 07:57:21.558;49;217;7383715;34;4171323493.0;4.54842217763265;-3.220397;0.0;-0.04605538;-7.861536;1.0478;0.5142309;33;124122911.0;-0.822732130686442;3.238037;0.0;0.10118345;7.488723;-1.213786;0.5136999;0.4783936;0.3475342;0.7440186;0.3006592;0.499878;-0.7618408;-0.8477783;0.01550293;0.468628;-0.8751221;0.01550293;-0.5001221;-0.02746582;0.8377686;0.4803467;0.8358155;0.013549805;0.4666748;-0.3751221;0.765503;-0.529419;-0.8282471;0.5408936;-0.009887695;-0.8087158;0.01159668;-0.5157471
596784;2022-07-23 07:57:21.558;49;217;7383715;34;4171323493.0;4.54842217763265;-3.220397;0.0;-0.04605538;-7.861536;1.0478;0.5142309;33;124122911.0;-0.822732130686442;3.238037;0.0;0.10118345;7.488723;-1.213786;0.5136999;0.4783936;0.3475342;0.7440186;0.3006592;0.499878;-0.7618408;-0.8477783;0.01550293;0.468628;-0.8751221;0.01550293;-0.5001221;-0.02746582;0.8377686;0.4803467;0.8358155;0.013549805;0.4666748;-0.3751221;0.765503;-0.529419;-0.8282471;0.5408936;-0.009887695;-0.8087158;0.01159668;-0.5157471
596784;2022-07-23 07:57:21.558;49;217;7383715;34;4171323497.0;0.776734352111816;-3.220397;0.0;-0.04774429;-7.870765;1.073173;0.513894;33;124122913.0;0.77685284614563;3.238037;0.0;0.07077114;7.569414;-1.150226;0.5140085;0.4783936;0.3475342;0.7440186;0.3006592;0.499878;-0.7618408;-0.8477783;0.01550293;0.468628;-0.8751221;0.01550293;-0.5001221;-0.02746582;0.8377686;0.4803467;0.8358155;0.013549805;0.4666748;-0.3751221;0.765503;-0.529419;-0.8282471;0.5408936;-0.009887695;-0.8087158;0.01159668;-0.5157471
596784;2022-07-23 07:57:21.558;49;217;7383715;34;4171323495.0;1.92090892791748;-3.122058;0.0;-0.06311069;-8.306872;1.108011;0.5147813;33;124122913.0;0.403991222381592;3.133629;0.0;0.08798593;7.946938;-1.210519;0.5146683;0.4783936;0.3475342;0.7440186;0.3006592;0.499878;-0.7618408;-0.8477783;0.01550293;0.468628;-0.8751221;0.01550293;-0.5001221;-0.02746582;0.8377686;0.4803467;0.8358155;0.013549805;0.4666748;-0.3751221;0.765503;-0.529419;-0.8282471;0.5408936;-0.009887695;-0.8087158;0.01159668;-0.5157471
596785;2022-07-23 07:57:21.559;49;217;7383715;34;4171323497.0;-0.118119478225708;-3.122058;0.0;-0.0649896;-6.875364;1.127771;0.5119645;33;124122912.0;-0.96165124575297;3.133629;0.0;0.09087215;6.513549;-1.211199;0.5118425;0.4803467;0.3514404;0.7576905;0.2987061;0.5037842;-0.7657471;-0.8419189;0.01159668;0.468628;-0.8712158;0.01745606;-0.5059815;-0.02941895;0.8299561;0.4862061;0.8260498;0.009643555;0.4725342;-0.3809815;0.7674561;-0.5177002;-0.8282471;0.5428467;-0.005981446;-0.8067627;0.00769043;-0.5196533
596785;2022-07-23 07:57:21.559;49;217;7383715;34;4171323497.0;-0.118119478225708;-3.122058;0.0;-0.0649896;-6.875364;1.127771;0.5119645;33;124122912.0;-0.96165124575297;3.133629;0.0;0.09087215;6.513549;-1.211199;0.5118425;0.4803467;0.3514404;0.7576905;0.2987061;0.5037842;-0.7657471;-0.8419189;0.01159668;0.468628;-0.8712158;0.01745606;-0.5059815;-0.02941895;0.8299561;0.4862061;0.8260498;0.009643555;0.4725342;-0.3809815;0.7674561;-0.5177002;-0.8282471;0.5428467;-0.005981446;-0.8067627;0.00769043;-0.5196533
